UniqueID,DateOfBite,Species,Breed,Age,Gender,SpayNeuter,Borough,ZipCode
1994,March 08 2015,DOG,English Cocker Spaniel,1,M,false,Bronx,10473
1995,March 07 2015,DOG,Pit Bull,,U,false,Bronx,10459
1996,March 06 2015,DOG,Yorkshire Terrier Crossbreed,2,F,false,Bronx,
1997,March 08 2015,DOG,Yorkshire Terrier,,U,false,Bronx,
1998,March 09 2015,DOG,Shih Tzu,,F,false,Bronx,10452
1999,March 09 2015,DOG,Pit Bull,,U,false,Bronx,
2000,February 26 2015,DOG,Pit Bull,,U,false,Bronx,10453
2001,February 07 2015,DOG,Pit Bull,2,M,false,Bronx,
2002,March 14 2015,DOG,Chihuahua,,U,false,Bronx,
2003,March 13 2015,DOG,AUSTRALIAN BORDER COLLIE,4,M,true,Bronx,10470
2004,March 14 2015,DOG,POODLE,8,M,false,Bronx,10458
2005,March 15 2015,DOG,TERRIER MIX,2,M,false,Bronx,10460
2006,February 27 2015,DOG,Pit Bull,4,M,true,Bronx,
2007,March 17 2015,DOG,American Pit Bull Terrier/Pit Bull,4,M,false,Bronx,10472
2008,March 19 2015,DOG,Pit Bull,1,F,false,Bronx,10472
2009,March 11 2015,DOG,Pit Bull,1,M,false,Bronx,10474
2010,March 14 2015,DOG,POODLE,2,F,false,Bronx,10462
2011,March 21 2015,DOG,Pit Bull,,U,false,Bronx,
2012,March 23 2015,DOG,POINTER X,10,M,true,Bronx,10458
2013,March 21 2015,DOG,CHIHUAHUA SHORTHAIR/ JACK RUSSELL TERRIER,3,M,false,Bronx,10452
2014,March 18 2015,DOG,American Pit Bull Terrier/Pit Bull,2,M,false,Bronx,
2015,March 20 2015,DOG,Pit Bull,,U,false,Bronx,10459
2016,February 27 2015,DOG,"Mastiff, Bull",4,F,true,Bronx,10463
2017,March 25 2015,DOG,Pit Bull,,U,false,Bronx,
2018,March 24 2015,DOG,Pit Bull,,U,false,Bronx,10458
2019,March 25 2015,DOG,Labrador Retriever,,U,false,Bronx,
2020,March 26 2015,DOG,Rottweiler,10,F,true,Bronx,
2021,March 29 2015,DOG,Mixed/Other,,U,false,Bronx,10461
2022,March 26 2015,DOG,Pit Bull,4,F,false,Bronx,
2023,March 30 2015,DOG,"Bull Dog, French",4,F,true,Bronx,10465
2024,March 31 2015,DOG,Lhasa Apso,4,F,true,Bronx,10461
2026,March 31 2015,DOG,Pit Bull,9 M,F,false,Bronx,10451
2027,March 28 2015,DOG,Shih Tzu,,F,false,Bronx,10467
2028,April 01 2015,DOG,Pekingese,,U,false,Bronx,10465
2029,April 02 2015,DOG,Shih Tzu,,U,false,Bronx,10456
2030,April 02 2015,DOG,MINI PINSCHER/ CHIHUAHUA,2,M,false,Bronx,10472
2031,February 22 2015,DOG,Chihuahua,,U,false,Bronx,
2032,April 01 2015,DOG,CHIHUAHUA MIX,8,M,true,Bronx,10466
2033,April 05 2015,DOG,Yorkshire Terrier,5,F,true,Bronx,10472
2034,April 04 2015,DOG,Australian Shepherd,5,M,true,Bronx,10463
2035,April 06 2015,DOG,Cocker Spaniel,,U,false,Bronx,
2036,April 06 2015,DOG,Bull dog,,U,false,Bronx,
2037,April 07 2015,DOG,Chihuahua,,U,false,Bronx,
2038,April 07 2015,DOG,Pit Bull,,U,false,Bronx,
2039,April 10 2015,DOG,American Pit Bull Terrier/Pit Bull,5,M,false,Bronx,10455
2040,April 09 2015,DOG,Chihuahua,,U,false,Bronx,
2041,April 09 2015,DOG,Pit Bull,,U,false,Bronx,10465
2042,April 13 2015,DOG,Pit Bull,2,M,false,Bronx,10460
2043,April 11 2015,DOG,Pit Bull,,U,false,Bronx,10475
2044,April 13 2015,DOG,Pit Bull,,U,false,Bronx,
2045,April 12 2015,DOG,Shih Tzu,2,M,false,Bronx,10467
2046,April 15 2015,DOG,Weimaraner,,U,false,Bronx,10472
2047,April 16 2015,DOG,Shih Tzu,1,M,true,Bronx,10454
2048,April 14 2015,DOG,Yorkshire Terrier Crossbreed,6,M,true,Bronx,
2049,April 19 2015,DOG,Chihuahua,,U,false,Bronx,
2050,April 18 2015,DOG,Pit Bull,,U,false,Bronx,
2051,April 18 2015,DOG,Pointer,10,M,true,Bronx,10458
2052,April 22 2015,DOG,Shih Tzu,,U,false,Bronx,
2053,April 12 2015,DOG,Jack Russ,1,M,false,Bronx,
2054,April 22 2015,DOG,Pit Bull,1,M,true,Bronx,10453
2055,April 23 2015,DOG,Pit Bull,,U,false,Bronx,10464
2056,April 22 2015,DOG,Pit Bull,,U,false,Bronx,10457
2057,April 26 2015,DOG,Pit Bull,1,F,false,Bronx,10451
2058,April 26 2015,DOG,Bichon Frise,14,M,false,Bronx,10458
2059,November 08 2014,DOG,Rottweiler,1,M,true,Bronx,10462
2060,November 08 2014,DOG,Rottweiler,1,M,true,Bronx,10462
2061,April 26 2015,DOG,Chihuahua,6M,M,false,Bronx,10456
2062,April 28 2015,DOG,Pit Bull,5,M,false,Bronx,10473
2063,April 29 2015,DOG,Pit Bull,5,M,false,Bronx,10473
2064,April 23 2015,DOG,Mixed/Other,,U,false,Bronx,10474
2065,May 01 2015,DOG,Pit Bull,8,M,false,Bronx,10456
2066,April 28 2015,DOG,Chihuahua,12,F,false,Bronx,10474
2067,April 30 2015,DOG,Pit Bull,,U,false,Bronx,
2068,April 23 2015,DOG,Pit Bull,,U,false,Bronx,
2069,May 04 2015,DOG,American Pit Bull Terrier/Pit Bull,1,M,false,Bronx,
2070,May 04 2015,DOG,Pit Bull,,U,false,Bronx,10453
2071,May 03 2015,DOG,SHIH TZU/ PEKINGESE,,F,false,Bronx,10451
2072,May 01 2015,DOG,Pekingese,,U,false,Bronx,10473
2073,May 05 2015,DOG,Mixed/Other,0.6,F,false,Bronx,
2074,May 11 2015,DOG,Pit Bull,10M,M,false,Bronx,10465
2075,May 05 2015,DOG,Chihuahua,1,M,false,Bronx,
2076,May 12 2015,DOG,Yorkshire Terrier,,M,false,Bronx,
2077,May 09 2015,DOG,Pekingese,4,M,false,Bronx,10468
2078,May 12 2015,DOG,Siberian Husky,,U,false,Bronx,10466
2079,May 08 2015,DOG,Pit Bull,,U,false,Bronx,
2080,May 12 2015,DOG,Saint Bernard,4,M,true,Bronx,10465
2081,May 13 2015,DOG,Chihuahua,2,F,true,Bronx,10473
2082,May 02 2015,DOG,Pit Bull,,U,false,Bronx,
2083,May 07 2015,DOG,Shih Tzu,1,F,false,Bronx,
2084,May 13 2015,DOG,Pit Bull,2,F,false,Bronx,10457
2085,May 15 2015,DOG,Doberman Pinscher,,M,false,Bronx,10457
2086,May 19 2015,DOG,Pit Bull,5,M,false,Bronx,10462
2087,May 16 2015,DOG,Pit Bull,,U,false,Bronx,10458
2088,May 15 2015,DOG,Labrador Retriever,5,M,true,Bronx,10464
2089,April 27 2015,DOG,American Pit Bull Terrier/Pit Bull,,U,false,Bronx,10453
2090,May 19 2015,DOG,BORDER COLLIE & AUSTRALIAN BLUE HEELER,1,M,false,Bronx,10465
2091,May 20 2015,DOG,Chihuahua Crossbreed,1,M,false,Bronx,
2092,May 24 2015,DOG,Shih Tzu,1,F,false,Bronx,
2093,May 24 2015,DOG,RED NOSE PIT,2,M,true,Bronx,10458
2094,May 24 2015,DOG,Pit Bull,,U,false,Bronx,10453
2095,May 21 2015,DOG,Mixed/Other,,U,false,Bronx,
2096,May 25 2015,DOG,American Pit Bull Terrier/Pit Bull,1,F,true,Bronx,10458
2097,May 27 2015,DOG,Pit Bull,1,F,true,Bronx,10465
2098,May 26 2015,DOG,Chihuahua,,U,false,Bronx,10472
2099,May 27 2015,DOG,Pit Bull,,U,false,Bronx,10470
2100,May 24 2015,DOG,Pekingese,8,F,true,Bronx,
2101,May 25 2015,DOG,STAFFORDSHIRE TERRIER,3,M,false,Bronx,10460
2102,May 27 2015,DOG,Pit Bull,,U,false,Bronx,
2103,May 25 2015,DOG,Pit Bull,,U,false,Bronx,
2104,May 22 2015,DOG,American Pit Bull Mix / Pit Bull Mix,4,F,true,Bronx,10463
2105,May 29 2015,DOG,German Shepherd,,U,false,Bronx,10460
2106,May 28 2015,DOG,Cocker Spaniel,,U,false,Bronx,
2107,May 30 2015,DOG,JACK RUSS TER/ BEAGLE,4,M,true,Bronx,
2108,May 29 2015,DOG,Chihuahua Crossbreed,4,M,false,Bronx,10471
2109,May 29 2015,DOG,Pit Bull,2,M,false,Bronx,10456
2110,May 29 2015,DOG,Pit Bull,2,M,false,Bronx,10456
2111,May 29 2015,DOG,Pit Bull,2,M,false,Bronx,10456
2112,May 28 2015,DOG,Yorkshire Terrier,,U,false,Bronx,
2113,June 04 2015,DOG,Beagle,1,F,false,Bronx,10467
2114,June 02 2015,DOG,Pit Bull,2,M,false,Bronx,10456
2115,May 08 2015,DOG,Pit Bull,,U,false,Bronx,10456
2116,May 01 2015,DOG,Pit Bull,2,F,true,Bronx,10455
2117,June 06 2015,DOG,Basset Hound,4,M,true,Bronx,10459
2118,June 07 2015,DOG,Chihuahua,2,M,true,Bronx,10456
2119,June 06 2015,DOG,Mixed/Other,,U,false,Bronx,10463
2120,June 05 2015,DOG,Pit Bull,,U,false,Bronx,
2121,June 06 2015,DOG,Maltese,8M,M,false,Bronx,10458
2122,June 06 2015,DOG,Rottweiler,,U,false,Bronx,
2123,June 07 2015,DOG,Pit Bull,4,M,true,Bronx,10453
2124,June 08 2015,DOG,Maltese,11 M,F,false,Bronx,10472
2125,June 04 2015,DOG,Rottweiler,,U,false,Bronx,10466
2126,June 04 2015,DOG,Pit Bull,,U,false,Bronx,10462
2127,May 29 2015,DOG,"Poodle, Standard",,U,false,Bronx,
2128,June 06 2015,DOG,Pit Bull,,U,false,Bronx,
2129,June 05 2015,DOG,Pit Bull,,F,true,Bronx,10457
2130,June 07 2015,DOG,Maltese,2,M,true,Bronx,10460
2131,June 04 2015,DOG,SHIH TZU/POODLE,6,M,false,Bronx,10462
2132,June 09 2015,DOG,American Pit Bull Terrier/Pit Bull,6,F,true,Bronx,
2133,June 05 2015,DOG,Mixed/Other,,U,false,Bronx,
2134,June 09 2015,DOG,Chihuahua,,U,false,Bronx,10456
2135,June 11 2015,DOG,Pit Bull,,U,false,Bronx,10452
2136,June 13 2015,DOG,POODLE- X,6,M,true,Bronx,10461
2137,June 14 2015,DOG,Chihuahua Crossbreed,4,M,false,Bronx,
2138,June 18 2015,DOG,Pit Bull,5,M,false,Bronx,10456
2139,June 15 2015,DOG,Yorkshire Terrier,3,F,false,Bronx,10470
2140,June 17 2015,DOG,Chihuahua,,M,false,Bronx,10453
2141,June 06 2015,DOG,Bichon Frise,,U,false,Bronx,10472
2142,June 20 2015,DOG,POMERANIAN ENGLISH SPANIEL,6,M,true,Bronx,
2143,June 21 2015,DOG,Pit Bull,2,M,false,Bronx,10460
2144,June 22 2015,DOG,Pit Bull,2,M,true,Bronx,
2145,June 22 2015,DOG,Chihuahua,,U,false,Bronx,10472
2146,June 20 2015,DOG,Shih Tzu,,U,false,Bronx,
2147,June 23 2015,DOG,Pit Bull,,U,false,Bronx,10473
2148,June 22 2015,DOG,BEAGLE/ ENG SPRINGER SPANIEL,1,F,true,Bronx,10457
2149,June 23 2015,DOG,American Pit Bull Mix / Pit Bull Mix,2,M,false,Bronx,
2150,June 23 2015,DOG,Maltese,4,M,true,Bronx,10453
2151,June 24 2015,DOG,BULLDOG/ PIT BULL,5M,M,false,Bronx,
2152,June 26 2015,DOG,SHIH TZU/ YORKSHIRE TERR,5,M,false,Bronx,10460
2153,June 27 2015,DOG,Pit Bull,,U,false,Bronx,10029
2154,June 28 2015,DOG,Pomeranian,,M,true,Bronx,10453
2155,June 21 2015,DOG,Pit Bull,,F,false,Bronx,10461
2156,June 21 2015,DOG,American Pit Bull Mix / Pit Bull Mix,2,F,false,Bronx,
2157,June 30 2015,DOG,Miniature Pinscher,2,M,true,Bronx,
2158,June 30 2015,DOG,Pit Bull,,U,false,Bronx,10453
2159,July 01 2015,DOG,Golden Retriever,11,F,true,Bronx,10463
2160,June 30 2015,DOG,Pit Bull,,U,false,Bronx,10451
2161,June 24 2015,DOG,Pit Bull,,U,false,Bronx,
2162,July 04 2015,DOG,Pit Bull,,U,false,Bronx,
2163,July 04 2015,DOG,Shih Tzu,8,M,true,Bronx,
2164,July 04 2015,DOG,Beagle,9,M,false,Bronx,10467
2165,July 03 2015,DOG,MASTIFF,3,M,false,Bronx,10460
2166,July 01 2015,DOG,Rottweiler,,U,false,Bronx,
2167,July 08 2015,DOG,Pit Bull,2,M,false,Bronx,10456
2168,July 07 2015,DOG,Rottweiler,,U,false,Bronx,
2169,July 07 2015,DOG,Rottweiler,,U,false,Bronx,
2170,July 02 2015,DOG,Pit Bull,3,M,true,Bronx,
2171,July 02 2015,DOG,"Mastiff, Bull",7,M,false,Bronx,10458
2172,July 10 2015,DOG,TERRIER/ YORKIE,2,F,false,Bronx,10458
2173,July 09 2015,DOG,American Pit Bull Mix / Pit Bull Mix,2,F,false,Bronx,10460
2174,July 11 2015,DOG,American Staffordshire Terrier,4,M,false,Bronx,10460
2175,July 14 2015,DOG,Boston Terrier,,U,false,Bronx,10461
2176,July 10 2015,DOG,Jack Russ,11,M,true,Bronx,10470
2177,July 02 2015,DOG,Staffordshire Bull Terrier,4,M,true,Bronx,
2178,July 13 2015,DOG,Pit Bull,,U,false,Bronx,
2179,July 13 2015,DOG,BLACK MOUTH CUR,3,M,true,Bronx,10465
2180,July 13 2015,DOG,BLACK MOUTH CUR,3,M,true,Bronx,10465
2181,July 12 2015,DOG,Pit Bull,,U,false,Bronx,
2182,July 14 2015,DOG,Yorkshire Terrier,,U,false,Bronx,10458
2183,June 11 2015,DOG,Pit Bull,,U,false,Bronx,
2184,July 15 2015,DOG,JACK RUSS/BULLY PIT BULL,4,M,false,Bronx,10459
2185,July 16 2015,DOG,Pit Bull,3M,M,false,Bronx,
2186,July 13 2015,DOG,MUTT,12,M,true,Bronx,
2187,July 17 2015,DOG,Cock-A-Poo,2,M,true,Bronx,
2188,July 18 2015,DOG,Pit Bull,,U,false,Bronx,10468
2189,July 16 2015,DOG,American Pit Bull Terrier/Pit Bull,,U,false,Bronx,10469
2190,July 21 2015,DOG,American Pit Bull Terrier/Pit Bull,4,M,true,Bronx,10472
2191,July 09 2015,DOG,AKITA/CHOW CHOW,2,M,false,Bronx,10459
2192,July 19 2015,DOG,Pit Bull,2,M,false,Bronx,10456
2193,July 11 2015,DOG,Pit Bull,7,M,false,Bronx,10469
2194,July 21 2015,DOG,Pit Bull,,U,false,Bronx,
2195,July 17 2015,DOG,Cocker Spaniel,,U,false,Bronx,
2196,July 17 2015,DOG,Chihuahua,,U,false,Bronx,
2197,July 17 2015,DOG,Pit Bull,,U,false,Bronx,
2198,July 22 2015,DOG,TERRIER,,U,false,Bronx,
2199,July 26 2015,DOG,Chihuahua,,M,false,Bronx,
2200,July 23 2015,DOG,German Shepherd,1,M,true,Bronx,
2201,July 27 2015,DOG,Rottweiler,,U,false,Bronx,
2202,July 22 2015,DOG,Maltese,,U,false,Bronx,10463
2203,July 18 2015,DOG,Pit Bull,,U,false,Bronx,
2204,August 01 2015,DOG,Shih Tzu,6,M,false,Bronx,
2205,August 02 2015,DOG,Pit Bull,7,M,false,Bronx,10463
2206,August 01 2015,DOG,Pit Bull,,U,false,Bronx,
2207,August 02 2015,DOG,Shih Tzu,4,M,false,Bronx,10467
2208,July 30 2015,DOG,American Staffordshire Terrier,3,M,false,Bronx,
2209,July 31 2015,DOG,Pit Bull,,U,false,Bronx,
2210,July 27 2015,DOG,Chihuahua,7,F,false,Bronx,10460
2211,August 06 2015,DOG,Beagle,6,M,true,Bronx,10461
2212,August 06 2015,DOG,Chihuahua,4,M,false,Bronx,
2213,July 15 2015,DOG,PITBULL/LABRADOR,7M,M,false,Bronx,
2214,August 07 2015,DOG,Maltese,10,M,false,Bronx,
2215,August 05 2015,DOG,Chihuahua,5,M,false,Bronx,10452
2216,August 02 2015,DOG,Saint Bernard,4,M,false,Bronx,10471
2217,August 11 2015,DOG,Mixed/Other,,U,false,Bronx,
2218,August 09 2015,DOG,HUSKY,,U,false,Bronx,
2219,August 11 2015,DOG,Bull dog,1,M,true,Bronx,10459
2220,August 12 2015,DOG,Pit Bull,4,M,true,Bronx,10458
2221,August 10 2015,DOG,Shih Tzu,,U,false,Bronx,10456
2222,August 11 2015,DOG,"Bull Dog, English",1,M,true,Bronx,10459
2223,August 11 2015,DOG,Mixed/Other,,U,false,Bronx,
2224,July 30 2015,DOG,Pit Bull,,U,false,Bronx,10455
2225,August 13 2015,DOG,Pit Bull,,U,false,Bronx,10467
2226,August 08 2015,DOG,AUSTRALIAN SHEP/DALMATION/PITBULL,3,M,true,Bronx,10472
2227,August 15 2015,DOG,BEAGLE/BLUETICK HOUND,8M,M,false,Bronx,10465
2228,August 17 2015,DOG,Cocker Spaniel,3,M,true,Bronx,
2229,August 15 2015,DOG,Pit Bull,,U,false,Bronx,10468
2230,August 08 2015,DOG,German Shepherd,5,F,true,Bronx,10469
2231,August 15 2015,DOG,Pit Bull,,U,false,Bronx,10468
2232,August 14 2015,DOG,Pit Bull,,U,false,Bronx,
2233,August 09 2015,DOG,Chihuahua,,U,false,Bronx,
2234,August 18 2015,DOG,Shih Tzu,4,M,false,Bronx,10458
2235,August 14 2015,DOG,Pit Bull,4,M,false,Bronx,10457
2236,August 17 2015,DOG,Pit Bull,4,M,false,Bronx,10455
2237,August 18 2015,DOG,Chihuahua,2,M,false,Bronx,10460
2238,August 18 2015,DOG,Yorkshire Terrier,,U,false,Bronx,
2239,August 20 2015,DOG,Rottweiler,2.5,M,false,Bronx,
2240,August 23 2015,DOG,Pit Bull,,U,false,Bronx,10470
2241,August 23 2015,DOG,Pit Bull,1,F,false,Bronx,
2242,August 24 2015,DOG,Pit Bull,,U,false,Bronx,
2243,August 22 2015,DOG,Shih Tzu,2,F,false,Bronx,10475
2244,August 22 2015,DOG,RAT TERRIER,11,M,false,Bronx,10467
2245,August 25 2015,DOG,Mixed/Other,,U,false,Bronx,10453
2246,August 25 2015,DOG,Chihuahua,,U,false,Bronx,
2247,August 25 2015,DOG,Bull dog,11,F,true,Bronx,10461
2248,August 26 2015,DOG,Yorkshire Terrier,2.5,M,false,Bronx,10459
2249,August 25 2015,DOG,Mixed/Other,,U,false,Bronx,10456
2250,August 30 2015,DOG,Chihuahua,,U,false,Bronx,10452
2251,August 30 2015,DOG,Cocker Spaniel,6,F,false,Bronx,10465
2252,August 22 2015,DOG,Pit Bull,,U,false,Bronx,10467
2253,August 28 2015,DOG,Chihuahua Crossbreed,2,M,false,Bronx,
2254,August 31 2015,DOG,Pit Bull,3,M,false,Bronx,10453
2255,August 29 2015,DOG,Yorkshire Terrier,,M,true,Bronx,10453
2256,August 18 2015,DOG,Pit Bull,,U,false,Bronx,
2257,August 31 2015,DOG,Pit Bull,,U,false,Bronx,
2258,September 01 2015,DOG,Maltese,,U,false,Bronx,10453
2260,September 03 2015,DOG,Pit Bull,,M,false,Bronx,10469
2261,September 03 2015,DOG,Maltese,,U,false,Bronx,
2262,September 05 2015,DOG,Pit Bull,,U,false,Bronx,
2263,September 07 2015,DOG,Shih Tzu,5,M,false,Bronx,10468
2264,September 04 2015,DOG,"Poodle, Standard",,F,false,Bronx,10453
2265,September 07 2015,DOG,PITBULL MIX,,U,false,Bronx,10463
2266,September 08 2015,DOG,Pit Bull,,U,false,Bronx,
2267,September 08 2015,DOG,Chow Chow,,U,false,Bronx,
2268,September 09 2015,DOG,SCHNAUZER/MALTESE,4,M,true,Bronx,10463
2269,September 08 2015,DOG,Lhasa Apso,6.5 YRS,F,false,Bronx,10467
2270,September 09 2015,DOG,Pit Bull,,F,true,Bronx,
2271,September 08 2015,DOG,Chow Chow,,U,false,Bronx,
2272,September 11 2015,DOG,American Pit Bull Mix / Pit Bull Mix,3,F,false,Bronx,10458
2273,September 11 2015,DOG,American Pit Bull Mix / Pit Bull Mix,3,M,false,Bronx,10458
2274,September 08 2015,DOG,Pit Bull,5,M,false,Bronx,10454
2275,September 10 2015,DOG,Chihuahua,11,M,true,Bronx,
2276,September 11 2015,DOG,American Pit Bull Mix / Pit Bull Mix,3,U,false,Bronx,10458
2277,September 08 2015,DOG,Pit Bull,,U,false,Bronx,
2278,September 12 2015,DOG,Chihuahua,,U,false,Bronx,
2279,September 13 2015,DOG,Mixed/Other,2,F,false,Bronx,
2280,September 11 2015,DOG,Chihuahua,,U,false,Bronx,10452
2281,August 31 2015,DOG,Pit Bull,,U,false,Bronx,10456
2282,September 09 2015,DOG,CHIHUAHUA- X,1,F,false,Bronx,10462
2283,October 22 2014,DOG,Pit Bull,3,M,false,Bronx,
2284,September 17 2015,DOG,"Poodle, Standard",,M,false,Bronx,10453
2285,September 18 2015,DOG,Pit Bull,1,M,false,Bronx,
2286,September 20 2015,DOG,CATTLE DOG,4,M,true,Bronx,10476
2287,September 19 2015,DOG,Shih Tzu,,U,false,Bronx,
2288,September 20 2015,DOG,Bull dog,,U,false,Bronx,
2289,September 22 2015,DOG,Pit Bull,,U,false,Bronx,
2290,September 11 2015,DOG,CORGI MIX,5,M,false,Bronx,
2291,September 23 2015,DOG,Bull dog,3,F,true,Bronx,10458
2292,September 21 2015,DOG,Pit Bull,,U,false,Bronx,
2293,September 25 2015,DOG,Pit Bull,,U,false,Bronx,10457
2294,September 28 2015,DOG,Pit Bull,1,M,false,Bronx,10470
2295,September 17 2015,DOG,Bull dog,,U,false,Bronx,10462
2296,September 26 2015,DOG,Pit Bull,2018-03-04T00:00:00.000,F,false,Bronx,10475
2297,September 29 2015,DOG,American Pit Bull Terrier/Pit Bull,,U,false,Bronx,10462
2298,September 23 2015,DOG,American Pit Bull Terrier/Pit Bull,10,F,false,Bronx,10465
2299,September 23 2015,DOG,BLUE NOSE PIT BULL,3,M,true,Bronx,10465
2300,September 24 2015,DOG,Pit Bull,,U,false,Bronx,10463
2301,July 17 2015,DOG,Pit Bull,,U,false,Bronx,
2302,September 29 2015,DOG,Bull dog,2,M,false,Bronx,10459
2303,September 30 2015,DOG,Yorkshire Terrier,,M,false,Bronx,
2304,September 07 2015,DOG,Shih Tzu,1,M,false,Bronx,10465
2305,October 03 2015,DOG,Pit Bull,,U,false,Bronx,
2306,October 03 2015,DOG,Shih Tzu,4,F,false,Bronx,10465
2307,June 02 2015,DOG,German Shepherd,,U,false,Bronx,10458
2308,October 06 2015,DOG,TERRIER,,U,false,Bronx,10455
2309,October 09 2015,DOG,Rottweiler,6,M,true,Bronx,10471
2310,October 08 2015,DOG,Pit Bull,,U,false,Bronx,10457
2311,October 09 2015,DOG,Pit Bull,2,F,false,Bronx,10467
2312,October 12 2015,DOG,Pit Bull,,U,false,Bronx,
2313,October 10 2015,DOG,Pit Bull,5,F,true,Bronx,10467
2314,October 10 2015,DOG,PIT BULL MIXED,5,F,true,Bronx,10467
2315,October 19 2015,DOG,Rottweiler,,U,false,Bronx,10459
2316,October 08 2015,DOG,Pit Bull,4,M,false,Bronx,10473
2317,October 04 2015,DOG,German Shepherd,,U,false,Bronx,10467
2318,October 14 2015,DOG,Pit Bull,,U,false,Bronx,10462
2319,October 13 2015,DOG,ALASKA HUSKY,,U,false,Bronx,
2320,October 17 2015,DOG,Pit Bull,4,F,true,Bronx,
2321,October 18 2015,DOG,Rottweiler,,U,false,Bronx,
2322,October 19 2015,DOG,Pit Bull,,U,false,Bronx,
2323,October 16 2015,DOG,German Shepherd Crossbreed,8,M,false,Bronx,
2324,September 28 2015,DOG,Pit Bull,1,M,false,Bronx,10470
2325,October 21 2015,DOG,Pit Bull,,U,false,Bronx,10460
2326,October 23 2015,DOG,Pit Bull,3,M,true,Bronx,10466
2327,October 23 2015,DOG,MINI DOBERMAN,,U,false,Bronx,10468
2328,October 24 2015,DOG,Pit Bull,,U,false,Bronx,
2329,October 26 2015,DOG,Chihuahua,,U,false,Bronx,10468
2330,October 23 2015,DOG,Rottweiler,,U,false,Bronx,10457
2331,October 27 2015,DOG,Rottweiler,,U,false,Bronx,
2332,October 15 2015,DOG,Chihuahua,6,M,false,Bronx,10461
2333,October 27 2015,DOG,American Pit Bull Mix / Pit Bull Mix,3,M,false,Bronx,
2334,October 27 2015,DOG,Mixed/Other,,U,false,Bronx,10468
2335,November 01 2015,DOG,Pit Bull,,U,false,Bronx,10475
2336,October 26 2015,DOG,Bull dog,,U,false,Bronx,10474
2337,November 04 2015,DOG,Shih Tzu,16,M,true,Bronx,10455
2338,November 01 2015,DOG,Chihuahua,,U,false,Bronx,10453
2339,November 04 2015,DOG,Chihuahua,13,M,true,Bronx,10454
2340,November 04 2015,DOG,American Pit Bull Terrier/Pit Bull,2,M,false,Bronx,10473
2341,October 30 2015,DOG,Maltese,1,M,false,Bronx,10456
2342,October 30 2015,DOG,Maltese,4,M,false,Bronx,
2343,November 08 2015,DOG,Pit Bull,,U,false,Bronx,10456
2344,November 05 2015,DOG,American Pit Bull Mix / Pit Bull Mix,2,M,true,Bronx,10462
2345,November 06 2015,DOG,Mixed/Other,,U,false,Bronx,
2346,November 07 2015,DOG,Yorkshire Terrier,1,M,false,Bronx,10472
2347,November 07 2015,DOG,POODLE CHIHUAHUA,6,F,true,Bronx,10466
2348,November 06 2015,DOG,American Pit Bull Terrier/Pit Bull,3,M,true,Bronx,10463
2349,October 31 2015,DOG,German Shepherd Crossbreed,6,M,true,Bronx,10473
2350,November 04 2015,DOG,Pit Bull,2,M,false,Bronx,10464
2351,November 04 2015,DOG,Pit Bull,1,F,true,Bronx,10464
2352,November 10 2015,DOG,Pit Bull,5,M,false,Bronx,10460
2353,November 07 2015,DOG,American Pit Bull Mix / Pit Bull Mix,4,M,false,Bronx,10454
2354,November 11 2015,DOG,Shih Tzu,,U,false,Bronx,10472
2355,November 12 2015,DOG,Pit Bull,8,F,true,Bronx,10470
2356,November 02 2015,DOG,Pit Bull,,U,false,Bronx,10458
2357,September 29 2015,DOG,Pit Bull,,U,false,Bronx,10460
2358,September 29 2015,DOG,Pit Bull,,U,false,Bronx,10460
2359,November 05 2015,DOG,Pit Bull,,U,false,Bronx,10453
2360,November 06 2015,DOG,Pit Bull,,F,false,Bronx,10469
2361,November 15 2015,DOG,Pit Bull,4,M,false,Bronx,
2362,November 14 2015,DOG,YORKY-POODLE,2,U,false,Bronx,10453
2363,November 16 2015,DOG,HUSKY,,U,false,Bronx,
2364,November 13 2015,DOG,Pit Bull,,U,false,Bronx,10456
2365,November 13 2015,DOG,American Pit Bull Mix / Pit Bull Mix,4,M,true,Bronx,10472
2366,November 17 2015,DOG,Wheaton Terrier,2,M,false,Bronx,10463
2367,November 18 2015,DOG,Rottweiler,,U,false,Bronx,10456
2368,November 17 2015,DOG,Silky Terrier,6,M,true,Bronx,10463
2369,November 11 2015,DOG,Pit Bull,,U,false,Bronx,10459
2370,November 19 2015,DOG,Pit Bull,,U,false,Bronx,10457
2371,November 23 2015,DOG,Pit Bull,,U,false,Bronx,10456
2372,November 22 2015,DOG,Chihuahua,2,F,false,Bronx,10458
2373,November 23 2015,DOG,Pit Bull,2,M,false,Bronx,10473
2374,November 22 2015,DOG,Labrador Retriever Crossbreed,10,F,false,Bronx,10465
2375,November 21 2015,DOG,Pit Bull,8M,M,false,Bronx,
2376,November 23 2015,DOG,American Pit Bull Mix / Pit Bull Mix,1,M,false,Bronx,10467
2377,November 27 2015,DOG,Pit Bull,,U,false,Bronx,
2378,November 28 2015,DOG,Pit Bull,,U,false,Bronx,10455
2379,November 25 2015,DOG,Jack Russ,,M,false,Bronx,10466
2380,November 03 2015,DOG,Pit Bull,,U,false,Bronx,10472
2381,November 27 2015,DOG,Pomeranian,,M,false,Bronx,10466
2382,November 26 2015,DOG,Pit Bull,5,F,false,Bronx,10468
