,id,breed,intake_type,intake_subtype,date_in,condition,outcome,outcome_sub,date_out
71,A1091217,PIT BULL,STRAY,AT LARGE,1576627200.0,APP WNL,RETURNED TO OWNER,WALK IN,1576713600.0
72,A1091114,LABRADOR RETR,OWNER SURRENDER,GENERAL,1576540800.0,APP WNL,FOSTER,UNDERAGE,1576540800.0
73,A1085862,GERM SHEPHERD,STRAY,CONFINED,1577664000.0,APP WNL,RETURNED TO OWNER,FIELD,1577664000.0
74,A1091692,SCHNAUZER MIN,STRAY,WEB,1577059200.0,NORMAL,LOST EXP,OTHER,1579824000.0
75,A1091977,GUINEA PIG,OWNER SURRENDER,GENERAL,1577491200.0,APP WNL,ADOPTION,WALK IN,1577664000.0
76,A1088478,PIT BULL,STRAY,AT LARGE,1575158400.0,APP WNL,ADOPTION,WALK IN,1576540800.0
77,A1090346,LABRADOR RETR,STRAY,AT LARGE,1575676800.0,APP WNL,FOSTER,SHORT TERM,1576713600.0
78,A1002873,PIT BULL,CONFISCATED,QUARANTINE,1576540800.0,APP WNL,EUTHANIZED,BITE,1576627200.0
79,A1070582,CHIHUAHUA SH,STRAY,AT LARGE,1576627200.0,APP WNL,RETURNED TO OWNER,FIELD,1576627200.0
80,A1094013,LABRADOR RETR,OWNER SURRENDER,GENERAL,1579651200.0,APP INJ,ADOPTION,WALK IN,1581033600.0
81,A1090825,GOLDEN RETR,STRAY,WEB,1576108800.0,NORMAL,LOST EXP,OTHER,1578787200.0
82,A1084478,TURKISH VAN,FOSTER,GENERAL,1576022400.0,APP WNL,TRANSFER,MEDICAL-CONTAGIOUS,1576627200.0
83,A1088784,PUG,STRAY,WEB,1574035200.0,NORMAL,FOUND EXP,OTHER,1576713600.0
84,A1070148,DOMESTIC SH,OWNER SURRENDER,GENERAL,1575676800.0,APP WNL,ADOPTION,WALK IN,1576627200.0
85,A1091129,DOMESTIC SH,STRAY,CONFINED,1576540800.0,UNDERAGE,TRANSFER,UNDERAGE,1576540800.0
86,A1090138,PIT BULL,STRAY,AT LARGE,1575504000.0,APP WNL,FOSTER,SHORT TERM,1576540800.0
87,A1096937,DOMESTIC SH,STRAY,AT LARGE,1582675200.0,APP INJ,EUTHANIZED,HUMANE,1582675200.0
88,A1091083,BELG MALINOIS,STRAY,AT LARGE,1576540800.0,APP WNL,RETURNED TO OWNER,WALK IN,1576713600.0
89,A1067017,LABRADOR RETR,OWNER SURRENDER,GENERAL,1577404800.0,APP WNL,ADOPTION,PROMOTION,1577664000.0
90,A1091952,DOMESTIC SH,STRAY,AT LARGE,1577491200.0,APP WNL,ADOPTION,WALK IN,1577664000.0
91,A1089905,DOMESTIC SH,FOSTER,TREATMENT,1576627200.0,APP SICK,FOSTER,TREATMENT,1576627200.0
92,A1090832,ROTTWEILER,STRAY,AT LARGE,1581033600.0,APP WNL,RETURNED TO OWNER,FIELD,1581033600.0
93,A1077173,FINNISH SPITZ,TREATMENT,HEART WORM,1576540800.0,APP WNL,TREATMENT,COMPLETED,1576627200.0
94,A1088633,GERM SHEPHERD,STRAY,WEB,1573948800.0,NORMAL,LOST EXP,OTHER,1576627200.0
95,A1089206,PIT BULL,FOSTER,SURGERY,1576540800.0,APP WNL,ADOPTION,OFFSITE,1576627200.0
96,A1088905,DOMESTIC SH,STRAY,WEB,1573257600.0,NORMAL,FOUND EXP,OTHER,1576800000.0
97,A1073490,DOMESTIC SH,OWNER SURRENDER,RETURN30,1580774400.0,APP WNL,ADOPTION,EAC,1581033600.0
98,A1082436,CHIHUAHUA SH,OWNER SURRENDER,APPOINT,1588896000.0,APP WNL,TRANSFER,TRANSPORT,1588982400.0
99,A1093719,HAMSTER,OWNER SURRENDER,GENERAL,1579305600.0,APP WNL,TRANSFER,UNDERAGE,1579824000.0
100,A1092142,RACCOON,WILDLIFE,INJURED,1577664000.0,APP INJ,EUTHANIZED,HUMANE,1577664000.0
101,A1091737,GERM SHEPHERD,STRAY,CONFINED,1577232000.0,APP WNL,ADOPTION,WALK IN,1577664000.0
102,A1091310,CHIHUAHUA SH,STRAY,AT LARGE,1576713600.0,APP WNL,RETURNED TO OWNER,FIELD,1576713600.0
103,A1089143,DOMESTIC SH,FOSTER,TREATMENT,1576368000.0,APP SICK,TRANSFER,UNDERAGE,1576800000.0
104,A1098493,MALTESE,OWNER SURRENDER,GENERAL,1584144000.0,APP WNL,ADOPTION,WESTMORELD,1584403200.0
105,A1086773,DOMESTIC SH,FOSTER,SURGERY,1576627200.0,APP WNL,TRANSFER,GENERAL,1576627200.0
106,A1091258,PIT BULL,STRAY,AT LARGE,1576713600.0,APP WNL,RETURNED TO OWNER,FIELD,1576713600.0
107,A1090974,PIT BULL,STRAY,AT LARGE,1576368000.0,APP WNL,ADOPTION,PROMOTION,1576540800.0
108,A1090264,CHIHUAHUA SH,CONFISCATED,KEEP SAFE,1575676800.0,APP WNL,TRANSFER,BEHAVIOR,1576713600.0
109,A1096778,CAIRN TERRIER,STRAY,AT LARGE,1582502400.0,APP WNL,ADOPTION,WALK IN,1582675200.0
110,A1091203,CHIHUAHUA LH,STRAY,AT LARGE,1576627200.0,APP WNL,RETURNED TO OWNER,WALK IN,1576627200.0
111,A1095426,DACHSHUND,STRAY,AT LARGE,1581033600.0,APP SICK,EUTHANIZED,HUMANE,1581033600.0
112,A0960276,AUST CATTLE DOG,STRAY,AT LARGE,1569974400.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,FIELD,1569974400.0
113,A1091277,ALASKAN HUSKY,STRAY,AT LARGE,1576713600.0,APP WNL,RETURNED TO OWNER,WALK IN,1576713600.0
114,A1067728,CHIHUAHUA LH,STRAY,AT LARGE,1578787200.0,APP WNL,RETURNED TO OWNER,FIELD,1578787200.0
115,A1091228,PIT BULL,STRAY,AT LARGE,1576627200.0,APP WNL,ADOPTION,WALK IN,1576713600.0
116,A1090939,DOMESTIC SH,STRAY,DEAD ON ARRIVAL,1576281600.0,DEAD,DEAD ON ARRIVAL,DISPOSAL,1576281600.0
117,A1093788,NEWFOUNDLAND,STRAY,AT LARGE,1579478400.0,APP WNL,ADOPTION,WALK IN,1579824000.0
118,A1092104,AUST CATTLE DOG,STRAY,AT LARGE,1577664000.0,APP WNL,FOSTER,UNDERAGE,1577664000.0
119,A1093650,GERM SHEPHERD,OWNER SURRENDER,GENERAL,1579305600.0,APP WNL,ADOPTION,WALK IN,1579824000.0
120,A1073546,ENG BULLDOG,STRAY,AT LARGE,1576540800.0,APP WNL,RETURNED TO OWNER,FIELD,1576540800.0
121,A1091221,CHIHUAHUA SH,STRAY,AT LARGE,1576627200.0,APP WNL,RETURNED TO OWNER,FIELD,1576627200.0
122,A1075611,PIT BULL,TREATMENT,HEART WORM,1579737600.0,APP WNL,TREATMENT,COMPLETED,1579737600.0
123,A1092071,GERM SHEPHERD,STRAY,AT LARGE,1577664000.0,APP WNL,RETURNED TO OWNER,FIELD,1577664000.0
124,A1091950,DOMESTIC SH,STRAY,AT LARGE,1577491200.0,APP WNL,ADOPTION,WALK IN,1577664000.0
125,A1091327,GERM SHEPHERD,STRAY,AT LARGE,1576800000.0,APP WNL,RETURNED TO OWNER,FIELD,1576800000.0
126,A1088864,DOMESTIC SH,STRAY,WEB,1574035200.0,NORMAL,LOST EXP,OTHER,1576800000.0
127,A1091494,LABRADOR RETR,STRAY,AT LARGE,1576972800.0,APP WNL,ADOPTION,WALK IN,1577664000.0
128,A1091296,AUST CATTLE DOG,STRAY,AT LARGE,1576713600.0,APP WNL,RETURNED TO OWNER,FIELD,1576713600.0
129,A1091786,GERM SHEPHERD,OWNER SURRENDER,GENERAL,1577318400.0,APP WNL,ADOPTION,WALK IN,1577664000.0
130,A1091187,COCKER SPAN,OWNER SURRENDER,GENERAL,1576627200.0,APP SICK,TRANSFER,MEDICAL-CONTAGIOUS,1577664000.0
131,A1090814,DOMESTIC SH,STRAY,CONFINED,1576195200.0,UNKNOWN,TRANSFER,SPAY NEUTER NETWORK,1576713600.0
132,A1090867,GREAT PYRENEES,OWNER SURRENDER,GENERAL,1576195200.0,APP WNL,TRANSFER,GENERAL,1576540800.0
133,A1090528,GERM SHEPHERD,STRAY,AT LARGE,1575936000.0,APP WNL,FOSTER,SHORT TERM,1576713600.0
134,A1089678,POODLE STND,STRAY,WEB,1574985600.0,NORMAL,LOST EXP,OTHER,1577664000.0
135,A1096623,DOMESTIC SH,STRAY,AT LARGE,1582329600.0,APP WNL,ADOPTION,WALK IN,1582675200.0
136,A1091137,DOMESTIC SH,FOSTER,SURGERY,1581033600.0,APP WNL,ADOPTION,BY FOSTER,1581033600.0
137,A1091193,PIT BULL,STRAY,AT LARGE,1576627200.0,APP WNL,ADOPTION,WALK IN,1576713600.0
138,A1091744,GREAT PYRENEES,STRAY,AT LARGE,1577232000.0,APP INJ,EUTHANIZED,HUMANE,1577664000.0
139,A0846680,POINTER,STRAY,AT LARGE,1576627200.0,APP WNL,RETURNED TO OWNER,FIELD,1576627200.0
140,A1093804,DOMESTIC SH,STRAY,AT LARGE,1579478400.0,APP WNL,ADOPTION,WALK IN,1579824000.0
141,A1089614,AMER BULLDOG,STRAY,WEB,1574899200.0,NORMAL,LOST EXP,OTHER,1577664000.0
142,A1091156,CANE CORSO,STRAY,AT LARGE,1576627200.0,APP WNL,RETURNED TO OWNER,WALK IN,1576713600.0
143,A1088822,GERM SHEPHERD,OWNER SURRENDER,GENERAL,1574121600.0,APP WNL,TRANSFER,MEDICAL-CONTAGIOUS,1576713600.0
144,A1093484,AM PIT BULL TER,STRAY,AT LARGE,1579132800.0,APP WNL,ADOPTION,EAC,1579824000.0
145,A1090976,DOMESTIC SH,FOSTER,TREATMENT,1576713600.0,APP SICK,FOSTER,TREATMENT,1576713600.0
146,A1096868,CHIHUAHUA SH,OWNER SURRENDER,GENERAL,1582588800.0,UNDERAGE,TRANSFER,UNDERAGE,1582675200.0
147,A1093826,CHIHUAHUA LH,STRAY,AT LARGE,1579478400.0,APP WNL,ADOPTION,WALK IN,1579824000.0
148,A1042630,PIT BULL,STRAY,AT LARGE,1580515200.0,APP WNL,ADOPTION,WALK IN,1581033600.0
149,A1082880,CHIHUAHUA SH,STRAY,AT LARGE,1576627200.0,APP WNL,RETURNED TO OWNER,FIELD,1576627200.0
150,A1065048,GERM SHEPHERD,STRAY,AT LARGE,1576540800.0,APP WNL,RETURNED TO OWNER,WALK IN,1576627200.0
151,A1090809,CHIHUAHUA SH,STRAY,AT LARGE,1576195200.0,APP INJ,TRANSFER,TRANSPORT,1576540800.0
152,A1091402,LABRADOR RETR,OWNER SURRENDER,GENERAL,1576800000.0,UNKNOWN,ADOPTION,WALK IN,1577664000.0
153,A1088789,LABRADOR RETR,OWNER SURRENDER,GENERAL,1574035200.0,APP WNL,ADOPTION,WALK IN,1575072000.0
154,A1090532,GERM SHEPHERD,STRAY,AT LARGE,1575936000.0,UNKNOWN,ADOPTION,WALK IN,1576627200.0
155,A1090979,LABRADOR RETR,OWNER SURRENDER,GENERAL,1576368000.0,APP WNL,ADOPTION,WALK IN,1576713600.0
156,A1090976,DOMESTIC SH,FOSTER,TREATMENT,1577577600.0,APP SICK,FOSTER,TREATMENT,1577664000.0
157,A1090928,BEAGLE,STRAY,AT LARGE,1576281600.0,APP WNL,ADOPTION,WALK IN,1576627200.0
158,A1088621,BOSTON TERRIER,STRAY,WEB,1573689600.0,NORMAL,FOUND EXP,OTHER,1576627200.0
159,A1093629,RAT TERRIER,STRAY,AT LARGE,1579305600.0,APP WNL,ADOPTION,WALK IN,1579824000.0
160,A1093996,CHINESE SHARPEI,OWNER SURRENDER,GENERAL,1579651200.0,APP WNL,ADOPTION,WALK IN,1581033600.0
161,A1091948,PIT BULL,STRAY,AT LARGE,1577491200.0,APP WNL,ADOPTION,PROMOTION,1577664000.0
162,A1089904,DOMESTIC SH,FOSTER,TREATMENT,1576627200.0,UNKNOWN,FOSTER,TREATMENT,1576627200.0
163,A1090168,CHIHUAHUA SH,STRAY,CONFINED,1575504000.0,APP SICK,ADOPTION,EAC,1576627200.0
164,A1095061,GERM SHEPHERD,STRAY,CONFINED,1580688000.0,APP WNL,ADOPTION,WALK IN,1581033600.0
165,A1088800,CHIHUAHUA LH,STRAY,WEB,1573603200.0,NORMAL,LOST EXP,OTHER,1576800000.0
166,A1076350,LABRADOR RETR,STRAY,AT LARGE,1579392000.0,APP WNL,RETURNED TO OWNER,WALK IN,1579824000.0
167,A1083546,SCHNAUZER MIN,TREATMENT,HEART WORM,1576454400.0,APP WNL,TREATMENT,COMPLETED,1576540800.0
168,A1091971,DOMESTIC SH,OWNER SURRENDER,GENERAL,1577491200.0,APP WNL,ADOPTION,WALK IN,1577664000.0
169,A1092119,POODLE STND,STRAY,AT LARGE,1577664000.0,APP WNL,RETURNED TO OWNER,FIELD,1577664000.0
170,A1091351,LABRADOR RETR,STRAY,AT LARGE,1576800000.0,APP WNL,ADOPTION,WALK IN,1577664000.0
171,A1096217,PIT BULL,OWNER SURRENDER,GENERAL,1581897600.0,APP WNL,ADOPTION,WALK IN,1582675200.0
172,A1094986,CATAHOULA,STRAY,AT LARGE,1588550400.0,APP WNL,ADOPTION,TELEADOPT,1588982400.0
173,A1091288,LABRADOR RETR,STRAY,AT LARGE,1576713600.0,APP WNL,RETURNED TO OWNER,FIELD,1576713600.0
174,A1091874,DOMESTIC SH,OWNER SURRENDER,GENERAL,1577404800.0,APP WNL,ADOPTION,PROMOTION,1577664000.0
175,A1099656,SIBERIAN HUSKY,STRAY,WEB,1586131200.0,NORMAL,FOUND EXP,OTHER,1588982400.0
176,A1091058,BEAGLE,STRAY,AT LARGE,1576454400.0,APP INJ,TRANSFER,MEDICAL-CONTAGIOUS,1576627200.0
177,A1092068,LABRADOR RETR,STRAY,CONFINED,1577664000.0,APP WNL,RETURNED TO OWNER,FIELD,1577664000.0
178,A1089639,YORKSHIRE TERR,STRAY,WEB,1574985600.0,NORMAL,LOST EXP,OTHER,1577664000.0
179,A1090988,DOMESTIC SH,FOSTER,SURGERY,1576540800.0,APP WNL,FOSTER,SURGERY,1576540800.0
180,A1092092,CHIHUAHUA SH,STRAY,AT LARGE,1577664000.0,APP WNL,RETURNED TO OWNER,FIELD,1577664000.0
181,A1091213,BAT,WILDLIFE,INJURED,1576627200.0,APP SICK,EUTHANIZED,MEDICAL-CONTAGIOUS,1576627200.0
182,A0874029,PIT BULL,CONFISCATED,KEEP SAFE,1574726400.0,APP SICK,TRANSFER,MEDICAL-CONTAGIOUS,1576713600.0
183,A0960942,AMERICAN STAFF,OWNER SURRENDER,RETURN30,1572220800.0,APP WNL,TRANSFER,GENERAL,1575417600.0
184,A1095425,SHIH TZU,STRAY,AT LARGE,1581033600.0,APP WNL,RETURNED TO OWNER,FIELD,1581033600.0
185,A1092094,SHIH TZU,STRAY,AT LARGE,1577664000.0,APP WNL,RETURNED TO OWNER,FIELD,1577664000.0
186,A1086794,AMER BULLDOG,CONFISCATED,QUARANTINE,1572134400.0,APP WNL,RETURNED TO OWNER,FIELD,1572220800.0
187,A1080725,LABRADOR RETR,TREATMENT,HEART WORM,1576454400.0,APP WNL,TREATMENT,COMPLETED,1576540800.0
188,A1093497,LABRADOR RETR,CONFISCATED,QUARANTINE,1579478400.0,APP WNL,RETURNED TO OWNER,WALK IN,1579824000.0
189,A1088632,DOBERMAN PINSCH,STRAY,WEB,1573948800.0,NORMAL,LOST EXP,OTHER,1576627200.0
190,A1090938,GERM SHEPHERD,STRAY,AT LARGE,1576281600.0,APP WNL,ADOPTION,WALK IN,1576627200.0
191,A1105537,DOMESTIC MH,STRAY,AT LARGE,1596585600.0,APP SICK,EUTHANIZED,HUMANE,1596585600.0
192,A1043149,GERM SHEPHERD,STRAY,AT LARGE,1581033600.0,APP WNL,RETURNED TO OWNER,FIELD,1581033600.0
193,A1091155,CANE CORSO,STRAY,AT LARGE,1576627200.0,APP WNL,RETURNED TO OWNER,WALK IN,1576713600.0
194,A1082378,BORDER COLLIE,TREATMENT,HEART WORM,1578787200.0,APP WNL,TREATMENT,COMPLETED,1578787200.0
195,A1091270,IRISH WOLFHOUND,STRAY,AT LARGE,1576713600.0,APP WNL,RETURNED TO OWNER,FIELD,1576713600.0
196,A1090935,PIT BULL,STRAY,CONFINED,1577059200.0,APP WNL,ADOPTION,WALK IN,1577664000.0
197,A1088747,GERM SHEPHERD,STRAY,WEB,1573516800.0,NORMAL,LOST EXP,OTHER,1576713600.0
198,A1095641,PIT BULL,STRAY,AT LARGE,1581292800.0,APP WNL,ADOPTION,WESTMORELD,1584403200.0
199,A1091718,DOMESTIC SH,STRAY,CONFINED,1577232000.0,APP WNL,ADOPTION,WALK IN,1577664000.0
200,A1091237,AM PIT BULL TER,STRAY,AT LARGE,1576627200.0,APP WNL,TRANSFER,GENERAL,1576713600.0
201,A1089140,DOMESTIC SH,STRAY,CONFINED,1574380800.0,APP WNL,TRANSFER,UNDERAGE,1576800000.0
202,A1091787,AM PIT BULL TER,OWNER SURRENDER,GENERAL,1577318400.0,APP WNL,ADOPTION,WALK IN,1577664000.0
203,A1091814,CHIHUAHUA SH,STRAY,CONFINED,1577318400.0,APP WNL,ADOPTION,WALK IN,1577664000.0
204,A1103158,DOMESTIC SH,STRAY,CONFINED,1592524800.0,APP WNL,TRANSFER,UNDERAGE,1592611200.0
205,A1086891,LABRADOR RETR,FOSTER,RETURN,1578787200.0,APP WNL,TRANSFER,TRANSPORT,1578787200.0
206,A1021489,ROTTWEILER,STRAY,AT LARGE,1576627200.0,APP WNL,RETURNED TO OWNER,FIELD,1576627200.0
207,A1095165,PIT BULL,STRAY,AT LARGE,1580774400.0,APP WNL,RETURNED TO OWNER,WALK IN,1581033600.0
208,A1091166,CHIHUAHUA SH,STRAY,AT LARGE,1576627200.0,APP WNL,RETURNED TO OWNER,FIELD,1576627200.0
209,A1091605,DOMESTIC SH,STRAY,AT LARGE,1577059200.0,APP WNL,TRANSFER,SPAY NEUTER NETWORK,1577664000.0
210,A1091669,LABRADOR RETR,OWNER SURRENDER,GENERAL,1577145600.0,APP WNL,ADOPTION,WALK IN,1577664000.0
211,A1093125,CHOW CHOW,OWNER SURRENDER,QUARANTINE,1578787200.0,CRITICAL,EUTHANIZED,BITE,1578787200.0
212,A1089906,DOMESTIC SH,FOSTER,TREATMENT,1576627200.0,APP SICK,FOSTER,TREATMENT,1576627200.0
213,A1091263,YORKSHIRE TERR,STRAY,AT LARGE,1576713600.0,APP WNL,RETURNED TO OWNER,FIELD,1576713600.0
214,A1081888,DOMESTIC SH,FOSTER,TREATMENT,1576281600.0,UNKNOWN,FOSTER,TREATMENT,1576281600.0
215,A1091651,SIBERIAN HUSKY,STRAY,AT LARGE,1577145600.0,APP WNL,ADOPTION,WALK IN,1577664000.0
216,A1093717,HAMSTER,OWNER SURRENDER,GENERAL,1579305600.0,APP WNL,TRANSFER,UNDERAGE,1579824000.0
217,A1094137,ROTTWEILER,STRAY,AT LARGE,1579824000.0,APP WNL,RETURNED TO OWNER,FIELD,1579824000.0
218,A1104850,DOMESTIC SH,TREATMENT,SPAY/NEUT,1601337600.0,APP WNL,TREATMENT,COMPLETED,1601337600.0
219,A1088325,DOMESTIC SH,STRAY,AT LARGE,1573603200.0,UNDERAGE,FOSTER,UNDERAGE,1574726400.0
220,A1090124,ROTTWEILER,OWNER SURRENDER,GENERAL,1575504000.0,APP WNL,ADOPTION,WALK IN,1576713600.0
221,A1091733,CHIHUAHUA SH,STRAY,AT LARGE,1577232000.0,APP WNL,ADOPTION,PROMOTION,1577664000.0
222,A1092800,HAMSTER,OWNER SURRENDER,GENERAL,1578355200.0,APP WNL,DIED,IN KENNEL,1578787200.0
223,A1093479,PIT BULL,OWNER SURRENDER,GENERAL,1579046400.0,APP WNL,ADOPTION,WALK IN,1579824000.0
224,A1091135,DOMESTIC SH,STRAY,AT LARGE,1576540800.0,UNDERAGE,FOSTER,UNDERAGE,1576540800.0
225,A1091152,CANE CORSO,STRAY,AT LARGE,1576627200.0,APP WNL,RETURNED TO OWNER,FIELD,1576627200.0
226,A1059451,DOMESTIC SH,OWNER SURRENDER,GENERAL,1579564800.0,APP WNL,ADOPTION,EAC,1579824000.0
227,A1096061,RAT TERRIER,STRAY,WEB,1581638400.0,NORMAL,FOUND EXP,OTHER,1584403200.0
228,A1097335,PIT BULL,STRAY,AT LARGE,1583020800.0,APP WNL,FOSTER,SHORT TERM,1584403200.0
229,A1089754,DOMESTIC SH,CONFISCATED,QUARANTINE,1575072000.0,APP WNL,RETURNED TO OWNER,FIELD,1575590400.0
230,A1100913,DOMESTIC SH,FOSTER,RETURN,1592611200.0,APP WNL,ADOPTION,IN FOSTER,1592611200.0
231,A1091383,PIT BULL,STRAY,AT LARGE,1576800000.0,APP WNL,ADOPTION,PROMOTION,1577664000.0
232,A1090469,PIT BULL,OWNER SURRENDER,GENERAL,1575849600.0,APP WNL,ADOPTION,WALK IN,1576713600.0
233,A1091528,GOLDEN RETR,OWNER SURRENDER,GENERAL,1576972800.0,APP WNL,ADOPTION,PROMOTION,1577664000.0
234,A1100935,LABRADOR RETR,STRAY,OTC,1588896000.0,APP SICK,TRANSFER,GENERAL,1588982400.0
235,A1086331,DOMESTIC SH,FOSTER,GENERAL,1578787200.0,APP WNL,ADOPTION,EAC,1578787200.0
236,A1091968,DOMESTIC SH,OWNER SURRENDER,GENERAL,1577491200.0,APP WNL,ADOPTION,WALK IN,1577664000.0
237,A1105457,COLLIE ROUGH,STRAY,CONFINED,1596499200.0,APP WNL,RETURNED TO OWNER,WESTMORELD,1596585600.0
238,A1087723,PIT BULL,OWNER SURRENDER,GENERAL,1576281600.0,APP WNL,ADOPTION,OFFSITE,1576713600.0
239,A1038528,GREAT PYRENEES,STRAY,AT LARGE,1584403200.0,APP WNL,RETURNED TO OWNER,FIELD,1584403200.0
240,A1096431,PIT BULL,STRAY,CONFINED,1582070400.0,APP WNL,ADOPTION,WALK IN,1582675200.0
241,A0993262,CAIRN TERRIER,OWNER SURRENDER,RETURN30,1577491200.0,APP WNL,EUTHANIZED,BITE,1577664000.0
242,A1098073,LABRADOR RETR,FOSTER,RETURN,1584403200.0,APP WNL,TRANSFER,TRANSPORT,1584403200.0
243,A1091317,CHOW CHOW,STRAY,AT LARGE,1576800000.0,APP WNL,RETURNED TO OWNER,FIELD,1576800000.0
244,A1083593,GREAT PYRENEES,FOSTER,TREATMENT,1569888000.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,FOSTER,TREATMENT,1569888000.0
245,A1091157,LABRADOR RETR,STRAY,AT LARGE,1576627200.0,APP WNL,RETURNED TO OWNER,FIELD,1576627200.0
246,A1089648,POMERANIAN,STRAY,WEB,1574640000.0,NORMAL,LOST EXP,OTHER,1577664000.0
247,A1090086,PIT BULL,OWNER SURRENDER,RETURN30,1576627200.0,APP WNL,ADOPTION,WALK IN,1576627200.0
248,A1091165,DOMESTIC SH,STRAY,QUARANTINE,1576627200.0,FATAL,EUTHANIZED,HUMANE,1576627200.0
249,A1091126,CHIHUAHUA SH,STRAY,AT LARGE,1576540800.0,UNKNOWN,RETURNED TO OWNER,FIELD,1576540800.0
250,A1088414,GERM SHEPHERD,STRAY,AT LARGE,1573689600.0,UNDERAGE,FOSTER,UNDERAGE,1573689600.0
251,A1091253,GERM SHEPHERD,STRAY,AT LARGE,1576713600.0,APP WNL,RETURNED TO OWNER,FIELD,1576713600.0
252,A0886845,CHIHUAHUA SH,OWNER SURRENDER,GENERAL,1576886400.0,APP WNL,TRANSFER,TRANSPORT,1577664000.0
253,A1062517,SCHNAUZER MIN,STRAY,AT LARGE,1576627200.0,APP WNL,ADOPTION,WALK IN,1576713600.0
254,A1094078,GERM SHEPHERD,OWNER SURRENDER,GENERAL,1579737600.0,APP WNL,ADOPTION,WALK IN,1579824000.0
255,A1091375,PIT BULL,OWNER SURRENDER,GENERAL,1576800000.0,APP WNL,TRANSFER,BEHAVIOR,1577577600.0
256,A1091321,YORKSHIRE TERR,STRAY,AT LARGE,1576800000.0,APP WNL,RETURNED TO OWNER,FIELD,1576800000.0
257,A1091716,DOMESTIC SH,STRAY,CONFINED,1577232000.0,APP WNL,ADOPTION,WALK IN,1577664000.0
258,A1091180,POODLE TOY,STRAY,AT LARGE,1576627200.0,APP WNL,RETURNED TO OWNER,FIELD,1576627200.0
259,A1091160,ST BERNARD RGH,STRAY,AT LARGE,1576627200.0,APP WNL,RETURNED TO OWNER,FIELD,1576627200.0
260,A1091133,BORDER COLLIE,OWNER SURRENDER,GENERAL,1576540800.0,UNDERAGE,FOSTER,UNDERAGE,1576540800.0
261,A1090176,AM PIT BULL TER,OWNER SURRENDER,RETURN30,1576886400.0,APP WNL,ADOPTION,PROMOTION,1578787200.0
262,A1090623,DOMESTIC SH,STRAY,AT LARGE,1576713600.0,APP WNL,ADOPTION,WALK IN,1576713600.0
263,A1089836,GERM SHEPHERD,FOSTER,TREATMENT,1579824000.0,APP WNL,FOSTER,TREATMENT,1579824000.0
264,A1085941,AM PIT BULL TER,TREATMENT,HEART WORM,1576627200.0,APP WNL,TREATMENT,COMPLETED,1576627200.0
265,A1091089,PIT BULL,STRAY,AT LARGE,1576540800.0,APP WNL,TRANSFER,UNDERAGE,1576627200.0
266,A1091173,DOMESTIC SH,STRAY,AT LARGE,1576627200.0,APP WNL,ADOPTION,WALK IN,1576713600.0
267,A1088780,PIT BULL,TREATMENT,HEART WORM,1579737600.0,APP WNL,TREATMENT,COMPLETED,1579737600.0
268,A1081889,DOMESTIC SH,FOSTER,TREATMENT,1576281600.0,UNKNOWN,FOSTER,TREATMENT,1576281600.0
269,A1078773,BOXER,OWNER SURRENDER,GENERAL,1579392000.0,APP WNL,ADOPTION,WALK IN,1579824000.0
270,A1091062,DOMESTIC SH,STRAY,AT LARGE,1576454400.0,APP WNL,ADOPTION,WALK IN,1576627200.0
271,A1090283,DOMESTIC SH,OWNER SURRENDER,GENERAL,1575676800.0,APP WNL,FOSTER,GENERAL,1575936000.0
272,A1093070,CHIHUAHUA SH,OWNER SURRENDER,GENERAL,1578700800.0,APP WNL,TRANSFER,GENERAL,1578787200.0
273,A1093047,PIT BULL,OWNER SURRENDER,GENERAL,1578700800.0,APP WNL,FOSTER,SHORT TERM,1578787200.0
274,A1089728,ROTTWEILER,OWNER SURRENDER,GENERAL,1575072000.0,APP WNL,ADOPTION,OFFSITE,1576540800.0
275,A1091923,PIT BULL,CONFISCATED,KEEP SAFE DEAD ON ARRIVAL,1577404800.0,DEAD,DEAD ON ARRIVAL,TRANS-INV,1577664000.0
276,A1089675,BORDER COLLIE,STRAY,WEB,1574985600.0,NORMAL,LOST EXP,OTHER,1577664000.0
277,A1091061,DOMESTIC SH,STRAY,AT LARGE,1576454400.0,APP WNL,TRANSFER,SPAY NEUTER NETWORK,1576713600.0
278,A1094435,PLOTT HOUND,STRAY,AT LARGE,1591660800.0,APP WNL,TRANSFER,TRANSPORT,1592611200.0
279,A1093100,DOMESTIC SH,STRAY,AT LARGE,1578700800.0,APP WNL,RETURNED TO OWNER,WALK IN,1578787200.0
280,A1091136,DOMESTIC SH,STRAY,AT LARGE,1576540800.0,UNDERAGE,FOSTER,UNDERAGE,1576540800.0
281,A1090993,DOMESTIC SH,STRAY,AT LARGE,1576368000.0,APP WNL,ADOPTION,WALK IN,1576713600.0
282,A0922961,BEAGLE,OWNER SURRENDER,GENERAL,1577318400.0,APP WNL,ADOPTION,WALK IN,1577404800.0
283,A1091259,PIT BULL,TREATMENT,HEART WORM,1582675200.0,APP WNL,TREATMENT,COMPLETED,1582675200.0
284,A1091245,AUST SHEPHERD,STRAY,AT LARGE,1576627200.0,APP WNL,RETURNED TO OWNER,FIELD,1576627200.0
