id,intakedate,intakereason,istransfer,sheltercode,identichipnumber,animalname,breedname,basecolour,speciesname,animalage,sexname,location,movementdate,movementtype,istrial,returndate,returnedreason,deceaseddate,deceasedreason,diedoffshelter,puttosleep,isdoa
59909,6/14/18 15:58,Stray,0,C1806699,9.8102E+14,Clifford,Domestic Short Hair,Orange,Cat,1 year 0 months.,Male,Feline intake room,8/4/18 0:00,Foster,0,8/10/18 0:00,Stray,,Court Order/ Legal,0,0,0
59909,6/14/18 15:58,Stray,0,C1806699,9.8102E+14,Clifford,Domestic Short Hair,Orange,Cat,1 year 0 months.,Male,Feline intake room,8/13/18 0:00,Adoption,0,12/8/18 0:00,Stray,,Court Order/ Legal,0,0,0
59909,6/14/18 15:58,Stray,0,C1806699,9.8102E+14,Clifford,Domestic Short Hair,Orange,Cat,1 year 0 months.,Male,Feline intake room,12/9/18 0:00,Reclaimed,0,5/10/19 0:00,Stray,,Court Order/ Legal,0,0,0
59909,6/14/18 15:58,Stray,0,C1806699,9.8102E+14,Clifford,Domestic Short Hair,Orange,Cat,1 year 0 months.,Male,Feline intake room,5/11/19 0:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
59910,6/15/18 9:33,Stray,0,C1806419,9.8102E+14,Chevy,Domestic Short Hair,White and Brown,Cat,1 year 9 months.,Male,Cat room C,6/23/18 0:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
59912,6/15/18 12:05,Stray,0,C1806700,9.8102E+14,Mike,Domestic Short Hair,White,Cat,6 months.,Male,Adoptable Cat Kennels,7/16/18 0:00,Foster,0,7/28/18 0:00,Stray,,Court Order/ Legal,0,0,0
59912,6/15/18 12:05,Stray,0,C1806700,9.8102E+14,Mike,Domestic Short Hair,White,Cat,6 months.,Male,Adoptable Cat Kennels,8/14/18 0:00,Foster,0,8/24/18 0:00,Stray,,Court Order/ Legal,0,0,0
59912,6/15/18 12:05,Stray,0,C1806700,9.8102E+14,Mike,Domestic Short Hair,White,Cat,6 months.,Male,Adoptable Cat Kennels,8/24/18 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
59914,6/15/18 12:57,Stray,0,C1806702,9.8102E+14,Skunk,Domestic Short Hair,Black and White,Cat,2 years 5 months.,Male,Cat obs,7/18/18 0:00,Foster,0,11/2/18 0:00,Stray,,Court Order/ Legal,0,0,0
59914,6/15/18 12:57,Stray,0,C1806702,9.8102E+14,Skunk,Domestic Short Hair,Black and White,Cat,2 years 5 months.,Male,Cat obs,11/2/18 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
59915,6/15/18 13:52,Stray,0,D1806703,9.8102E+14,Shy Ronnie,Bully Breed Mix,White and Brindle,Dog,2 years 4 months.,Male,Adoptable Dogs,7/6/18 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
59918,6/15/18 18:33,Moving,0,C1806697,9.8102E+14,Asap,Domestic Short Hair,Black and Brown,Cat,2 years 10 months.,Female,Office,10/6/18 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
59919,6/16/18 8:54,Abuse/ neglect,0,S1806426,,MM,,Tan and Brown,Snake,1 year 5 months.,Unknown,Check-in,6/20/18 0:00,Transfer,0,,Stray,,Court Order/ Legal,0,0,0
59920,6/16/18 12:42,Moving,0,D1806699,9.8102E+14,B.B.,Pekingese/Pomeranian,Red,Dog,8 years 5 months.,Male,Adoptable Dogs,7/5/18 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
59924,6/17/18 1:04,Police Assist,0,D1806453,9.8102E+14,Ghost,Mastiff/Labrador Retriever,Black and White,Dog,1 year 1 month.,Male,Adoptable Dogs,6/30/18 0:00,Foster,0,7/27/18 0:00,Stray,,Court Order/ Legal,0,0,0
59924,6/17/18 1:04,Police Assist,0,D1806453,9.8102E+14,Ghost,Mastiff/Labrador Retriever,Black and White,Dog,1 year 1 month.,Male,Adoptable Dogs,7/28/18 0:00,Adoption,0,8/2/18 0:00,Incompatible with owner lifestyle,,Court Order/ Legal,0,0,0
59924,6/17/18 1:04,Police Assist,0,D1806453,9.8102E+14,Ghost,Mastiff/Labrador Retriever,Black and White,Dog,1 year 1 month.,Male,Adoptable Dogs,8/4/18 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
59926,6/18/18 10:13,Stray,0,D1806902,9.8102E+14,Daisy Duke,Hound,White and Grey,Dog,2 years 1 month.,Female,Adoptable Dogs,8/29/18 0:00,Adoption,0,2/22/19 0:00,Stray,,Court Order/ Legal,0,0,0
59926,6/18/18 10:13,Stray,0,D1806902,9.8102E+14,Daisy Duke,Hound,White and Grey,Dog,2 years 1 month.,Female,Adoptable Dogs,3/10/19 0:00,Foster,0,3/17/19 0:00,Stray,,Court Order/ Legal,0,0,0
59926,6/18/18 10:13,Stray,0,D1806902,9.8102E+14,Daisy Duke,Hound,White and Grey,Dog,2 years 1 month.,Female,Adoptable Dogs,7/13/19 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
59927,6/18/18 10:13,Stray,0,D1806901,9.8102E+14,Josephine,Hound/Mix,Tricolour,Dog,11 months.,Female,Adoptable Dogs,7/29/18 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
59928,6/18/18 10:13,Stray,0,D1806897,9.8102E+14,Chapo,Hound,White and Grey,Dog,11 months.,Male,Adoptable Dogs,7/17/18 0:00,Foster,0,7/27/18 0:00,Stray,,Court Order/ Legal,0,0,0
59928,6/18/18 10:13,Stray,0,D1806897,9.8102E+14,Chapo,Hound,White and Grey,Dog,11 months.,Male,Adoptable Dogs,7/27/18 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
59929,6/18/18 10:13,Stray,0,D1806904,9.8102E+14,Demi,Hound,Brown and White,Dog,11 months.,Female,Adoptable Dogs,7/18/18 0:00,Foster,0,7/27/18 0:00,Stray,,Court Order/ Legal,0,0,0
59929,6/18/18 10:13,Stray,0,D1806904,9.8102E+14,Demi,Hound,Brown and White,Dog,11 months.,Female,Adoptable Dogs,8/3/18 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
59930,6/18/18 10:13,Stray,0,D1806898,9.8102E+14,Beth,Hound/Mix,White and Brown,Dog,11 months.,Female,Adoptable Dogs,7/18/18 0:00,Foster,0,7/27/18 0:00,Stray,,Court Order/ Legal,0,0,0
59930,6/18/18 10:13,Stray,0,D1806898,9.8102E+14,Beth,Hound/Mix,White and Brown,Dog,11 months.,Female,Adoptable Dogs,8/4/18 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
59931,6/18/18 10:13,Stray,0,D1806900,9.8102E+14,Mabel,Hound/Mix,Tricolour,Dog,1 year 3 months.,Female,Dog room A,7/30/18 0:00,Adoption,0,8/27/19 0:00,Moving,,Court Order/ Legal,0,0,0
59932,6/18/18 10:13,Stray,0,D1806903,9.8102E+14,Luna,Hound,White and Brown,Dog,11 months.,Female,Adoptable Dogs,7/18/18 0:00,Foster,0,7/27/18 0:00,Stray,,Court Order/ Legal,0,0,0
59932,6/18/18 10:13,Stray,0,D1806903,9.8102E+14,Luna,Hound,White and Brown,Dog,11 months.,Female,Adoptable Dogs,7/31/18 0:00,Adoption,0,8/1/18 0:00,Incompatible with owner lifestyle,,Court Order/ Legal,0,0,0
59932,6/18/18 10:13,Stray,0,D1806903,9.8102E+14,Luna,Hound,White and Brown,Dog,11 months.,Female,Adoptable Dogs,8/7/18 0:00,Adoption,0,1/17/19 0:00,Incompatible with owner lifestyle,,Court Order/ Legal,0,0,0
59932,6/18/18 10:13,Stray,0,D1806903,9.8102E+14,Luna,Hound,White and Brown,Dog,11 months.,Female,Adoptable Dogs,2/2/19 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
59933,6/18/18 10:13,Stray,0,D1806899,9.8102E+14,Marmee,Hound,Tricolour,Dog,11 months.,Female,Adoptable Dogs,7/27/18 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
59934,6/18/18 10:41,Stray,0,C1806707,9.8102E+14,Professor Moriarty,Domestic Short Hair,Black and White,Cat,6 months.,Male,Lobby,6/24/18 0:00,Foster,0,7/16/18 0:00,Stray,,Court Order/ Legal,0,0,0
59934,6/18/18 10:41,Stray,0,C1806707,9.8102E+14,Professor Moriarty,Domestic Short Hair,Black and White,Cat,6 months.,Male,Lobby,8/11/18 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
59935,6/18/18 10:41,Stray,0,C1806708,9.8102E+14,Inspector Javert,Domestic Short Hair,Orange and White,Cat,7 months.,Male,Lobby,6/24/18 0:00,Foster,0,7/16/18 0:00,Stray,,Court Order/ Legal,0,0,0
59935,6/18/18 10:41,Stray,0,C1806708,9.8102E+14,Inspector Javert,Domestic Short Hair,Orange and White,Cat,7 months.,Male,Lobby,8/13/18 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
59936,6/18/18 10:41,Stray,0,C1806709,9.8102E+14,Judge Holden,Domestic Short Hair,Orange and White,Cat,6 months.,Male,Adoptable Cat Middle Colony,6/24/18 0:00,Foster,0,7/16/18 0:00,Stray,,Court Order/ Legal,0,0,0
59936,6/18/18 10:41,Stray,0,C1806709,9.8102E+14,Judge Holden,Domestic Short Hair,Orange and White,Cat,6 months.,Male,Adoptable Cat Middle Colony,7/28/18 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
59937,6/18/18 10:41,Stray,0,C1806710,9.8102E+14,Jadis the White Witch,Snowshoe,White and Grey,Cat,10 months.,Female,Adoptable Cat Middle Colony,6/24/18 0:00,Foster,0,7/16/18 0:00,Stray,,Court Order/ Legal,0,0,0
59937,6/18/18 10:41,Stray,0,C1806710,9.8102E+14,Jadis the White Witch,Snowshoe,White and Grey,Cat,10 months.,Female,Adoptable Cat Middle Colony,7/26/18 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
59941,6/18/18 15:12,Stray,0,C1806463,9.8102E+14,Hugo,Domestic Short Hair,"Brown, Black and White",Cat,1 year 1 month.,Male,Adoptable Cat Small Colony,6/23/18 0:00,Foster,0,7/10/18 0:00,Stray,,Court Order/ Legal,0,0,0
59941,6/18/18 15:12,Stray,0,C1806463,9.8102E+14,Hugo,Domestic Short Hair,"Brown, Black and White",Cat,1 year 1 month.,Male,Adoptable Cat Small Colony,8/3/18 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
59942,6/18/18 15:12,Stray,0,C1806464,9.8102E+14,Crusoe,Domestic Short Hair,Orange,Cat,7 months.,Male,Adoptable Cat Small Colony,6/23/18 0:00,Foster,0,7/10/18 0:00,Stray,,Court Order/ Legal,0,0,0
59942,6/18/18 15:12,Stray,0,C1806464,9.8102E+14,Crusoe,Domestic Short Hair,Orange,Cat,7 months.,Male,Adoptable Cat Small Colony,8/1/18 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
59943,6/18/18 15:12,Stray,0,C1806465,9.8102E+14,Fable,Domestic Short Hair,Grey and black,Cat,1 year 1 month.,Female,Adoptable Cat Small Colony,6/23/18 0:00,Foster,0,7/10/18 0:00,Stray,,Court Order/ Legal,0,0,0
59943,6/18/18 15:12,Stray,0,C1806465,9.8102E+14,Fable,Domestic Short Hair,Grey and black,Cat,1 year 1 month.,Female,Adoptable Cat Small Colony,8/3/18 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
59944,6/18/18 15:26,Stray,0,C1806712,9.8102E+14,Silver Wing,Domestic Short Hair,Black and Brown,Cat,1 year 5 months.,Male,Adoptable Cat Big Colony,8/3/18 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
59946,6/19/18 10:24,Stray,0,C1806714,9.8102E+14,Cinder,Domestic Short Hair,Black and Brown,Cat,6 months.,Female,Adoptable window colony,6/28/18 0:00,Foster,0,9/14/18 0:00,Stray,,Court Order/ Legal,0,0,0
59946,6/19/18 10:24,Stray,0,C1806714,9.8102E+14,Cinder,Domestic Short Hair,Black and Brown,Cat,6 months.,Female,Adoptable window colony,9/14/18 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
59947,6/19/18 10:24,Stray,0,C1806715,,Tingle,Domestic Short Hair,Black and Brown,Cat,7 weeks.,Male,Cat room A,6/28/18 0:00,Foster,0,7/5/18 0:00,Stray,7/5/18 0:00,Died in care,0,0,0
59949,6/19/18 12:31,Litter relinquishment,0,C1806704,9.8102E+14,Simba,Domestic Short Hair,Orange,Cat,6 months.,Male,Adoptable window colony,6/22/18 0:00,Foster,0,7/3/18 0:00,Stray,,Court Order/ Legal,0,0,0
59949,6/19/18 12:31,Litter relinquishment,0,C1806704,9.8102E+14,Simba,Domestic Short Hair,Orange,Cat,6 months.,Male,Adoptable window colony,7/6/18 0:00,Foster,0,8/19/18 0:00,Stray,,Court Order/ Legal,0,0,0
59949,6/19/18 12:31,Litter relinquishment,0,C1806704,9.8102E+14,Simba,Domestic Short Hair,Orange,Cat,6 months.,Male,Adoptable window colony,8/26/18 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
59950,6/19/18 12:31,Litter relinquishment,0,C1806705,9.8102E+14,Helena,Domestic Short Hair,Orange,Cat,6 months.,Female,Adoptable Cat Glass Colony,6/22/18 0:00,Foster,0,7/3/18 0:00,Stray,,Court Order/ Legal,0,0,0
59950,6/19/18 12:31,Litter relinquishment,0,C1806705,9.8102E+14,Helena,Domestic Short Hair,Orange,Cat,6 months.,Female,Adoptable Cat Glass Colony,7/6/18 0:00,Foster,0,7/31/18 0:00,Stray,,Court Order/ Legal,0,0,0
59950,6/19/18 12:31,Litter relinquishment,0,C1806705,9.8102E+14,Helena,Domestic Short Hair,Orange,Cat,6 months.,Female,Adoptable Cat Glass Colony,8/3/18 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
59951,6/19/18 12:31,Litter relinquishment,0,C1806706,9.8102E+14,Eddington,Domestic Short Hair,Black,Cat,6 months.,Male,Adoptable window colony,6/22/18 0:00,Foster,0,7/3/18 0:00,Stray,,Court Order/ Legal,0,0,0
59951,6/19/18 12:31,Litter relinquishment,0,C1806706,9.8102E+14,Eddington,Domestic Short Hair,Black,Cat,6 months.,Male,Adoptable window colony,7/6/18 0:00,Foster,0,8/19/18 0:00,Stray,,Court Order/ Legal,0,0,0
59951,6/19/18 12:31,Litter relinquishment,0,C1806706,9.8102E+14,Eddington,Domestic Short Hair,Black,Cat,6 months.,Male,Adoptable window colony,9/2/18 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
59954,6/19/18 15:30,Stray,0,C1806718,9.8102E+14,Firestar,Domestic Short Hair,Black and Brown,Cat,11 months.,Female,Adoptable Cat Kennels,6/29/18 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
59955,6/19/18 15:33,Incompatible with owner lifestyle,0,R1806707,,Bellow,American,White,House Rabbit,3 years 11 months.,Male,Small Animal room,8/19/18 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
59956,6/19/18 17:24,Stray,0,C1806517,,Myra,Domestic Medium Hair,Black,Cat,15 years 0 months.,Female,Cat room C,6/28/18 0:00,Transfer,0,,Stray,6/28/18 0:00,Sick/Injured,1,1,0
59957,6/19/18 17:41,Litter relinquishment,0,C1806720,9.8102E+14,Mr. Ginger,Domestic Short Hair,White and Orange,Cat,7 months.,Male,Adoptable window colony,6/23/18 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
59958,6/19/18 17:41,Litter relinquishment,0,C1806721,9.8102E+14,Ash,Domestic Short Hair,Grey and White,Cat,7 months.,Male,Adoptable window colony,6/23/18 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
59959,6/19/18 18:16,Incompatible with owner lifestyle,0,C1806722,9.8102E+14,Carl,Domestic Short Hair,Orange and White,Cat,5 years 5 months.,Male,Feline intake room,6/21/18 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
59960,6/19/18 18:42,Police Assist,0,C1806466,9.8102E+14,Nazar,Domestic Short Hair,Black,Cat,9 months.,Female,Adoptable Cat Glass Colony,6/29/18 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
59962,6/20/18 8:50,Stray,0,D1806720,9.8102E+14,Bo,Coonhound,Tricolour,Dog,4 years 10 months.,Male,Adoptable Dogs,6/20/18 0:00,Reclaimed,0,6/20/18 0:00,Incompatible with owner lifestyle,,Court Order/ Legal,0,0,0
59962,6/20/18 8:50,Stray,0,D1806720,9.8102E+14,Bo,Coonhound,Tricolour,Dog,4 years 10 months.,Male,Adoptable Dogs,6/26/18 0:00,Reclaimed,0,7/12/18 0:00,Stray,,Court Order/ Legal,0,0,0
59962,6/20/18 8:50,Stray,0,D1806720,9.8102E+14,Bo,Coonhound,Tricolour,Dog,4 years 10 months.,Male,Adoptable Dogs,7/31/18 0:00,Foster,0,9/24/18 0:00,Stray,,Court Order/ Legal,0,0,0
59962,6/20/18 8:50,Stray,0,D1806720,9.8102E+14,Bo,Coonhound,Tricolour,Dog,4 years 10 months.,Male,Adoptable Dogs,9/24/18 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
59963,6/20/18 10:40,Stray,0,C1806467,0A10592A42,Azar,Domestic Short Hair,Tortie,Cat,14 years 0 months.,Female,Feline intake room,6/20/18 0:00,Reclaimed,0,6/20/18 0:00,Unable to Afford,6/21/18 0:00,Temperament/Behavior,0,1,0
59964,6/20/18 10:50,Stray,0,C1806468,,Isabella,Bengal,Cinnamon,Cat,2 years 5 months.,Female,Cat room C,6/26/18 0:00,Transfer,0,,Stray,,Court Order/ Legal,0,0,0
59965,6/20/18 10:57,Stray,0,C1806469,9.8102E+14,Sheila,Domestic Short Hair,Calico,Cat,5 years 5 months.,Female,Cat room C,6/29/18 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
59967,6/20/18 12:22,Litter relinquishment,0,C1806723,9.8102E+14,Mango,Domestic Short Hair,Orange,Cat,1 year 1 month.,Male,Adoptable window colony,7/14/18 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
59968,6/20/18 12:22,Litter relinquishment,0,C1806724,9.8102E+14,Tango,Domestic Short Hair,Grey and White,Cat,7 months.,Male,Adoptable window colony,7/6/18 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
59969,6/20/18 12:22,Litter relinquishment,0,C1806725,9.8102E+14,Pongo,Domestic Long Hair,Black,Cat,7 months.,Female,Adoptable window colony,6/23/18 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
59970,6/20/18 13:10,Stray,0,C1806726,9.8102E+14,Carlonia,Domestic Medium Hair,Tricolour,Cat,1 year 5 months.,Female,Cat Iso,7/20/18 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
59972,6/20/18 13:41,Moving,0,R1806726,,Hobgoblin,Fancy,White and Tan,Rat,1 year 11 months.,Male,Canine intake room,6/20/18 0:00,Transfer,0,,Stray,,Court Order/ Legal,0,0,0
59973,6/20/18 13:44,Litter relinquishment,0,D1806727,9.8102E+14,Crowley,Foxhound/Mix,"Brown, Black and White",Dog,7 months.,Male,Adoptable Dogs,6/23/18 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
59974,6/20/18 13:44,Litter relinquishment,0,D1806728,9.8102E+14,Castiel,Foxhound/Mix,White and Tan,Dog,7 months.,Male,Adoptable Dogs,6/23/18 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
59975,6/20/18 13:44,Litter relinquishment,0,D1806729,9.8102E+14,Sam,Foxhound/Mix,Brown and Black,Dog,7 months.,Male,Adoptable Dogs,6/22/18 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
59976,6/20/18 13:44,Litter relinquishment,0,D1806730,9.8102E+14,Groot,Foxhound/Mix,Brown and White,Dog,1 year 1 month.,Male,Dog room B,6/25/18 0:00,Adoption,0,5/21/19 0:00,Landlord issues,,Court Order/ Legal,0,0,0
59976,6/20/18 13:44,Litter relinquishment,0,D1806730,9.8102E+14,Groot,Foxhound/Mix,Brown and White,Dog,1 year 1 month.,Male,Dog room B,5/26/19 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
59978,6/20/18 14:10,Stray,0,C1806728,,Candle,Domestic Short Hair,Torbie,Cat,3 years 5 months.,Female,Cat room B,6/26/18 0:00,Transfer,0,,Stray,,Court Order/ Legal,0,0,0
59979,6/20/18 15:37,Stray,0,C1806729,9.8102E+14,Heidi,Domestic Short Hair,Grey,Cat,7 months.,Female,Adoptable window colony,6/23/18 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
59981,6/21/18 0:01,Police Assist,0,D1806470,9.8102E+14,Lily Ann,Shep Mix,Tan,Dog,1 year 3 months.,Female,Adoptable Dogs,7/6/18 0:00,Adoption,0,,Stray,10/5/18 0:00,Dead On Arrival,1,0,1
59982,6/21/18 12:32,Litter relinquishment,0,C1806731,9.8102E+14,Ohana,Domestic Short Hair,Orange,Cat,7 months.,Female,Adoptable window colony,7/1/18 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
59983,6/21/18 12:32,Litter relinquishment,0,C1806732,9.8102E+14,Familia,Domestic Short Hair,Grey,Cat,7 months.,Male,Adoptable window colony,7/10/18 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
59984,6/21/18 12:32,Litter relinquishment,0,C1806733,9.8102E+14,Cheddar,Domestic Short Hair,Orange,Cat,1 year 1 month.,Male,Feline intake room,7/25/18 0:00,Adoption,0,4/23/19 0:00,Stray,,Court Order/ Legal,0,0,0
59984,6/21/18 12:32,Litter relinquishment,0,C1806733,9.8102E+14,Cheddar,Domestic Short Hair,Orange,Cat,1 year 1 month.,Male,Feline intake room,4/23/19 0:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
59985,6/21/18 12:40,Stray,0,C1806730,9.8102E+14,Tyrion,Domestic Short Hair,Orange,Cat,1 year 1 month.,Male,Adoptable Cat Small Colony,7/6/18 0:00,Adoption,0,11/17/18 0:00,Incompatible with owner lifestyle,,Court Order/ Legal,0,0,0
59985,6/21/18 12:40,Stray,0,C1806730,9.8102E+14,Tyrion,Domestic Short Hair,Orange,Cat,1 year 1 month.,Male,Adoptable Cat Small Colony,11/19/18 0:00,Adoption,0,11/27/18 0:00,Incompatible with other pets,,Court Order/ Legal,0,0,0
59985,6/21/18 12:40,Stray,0,C1806730,9.8102E+14,Tyrion,Domestic Short Hair,Orange,Cat,1 year 1 month.,Male,Adoptable Cat Small Colony,12/16/18 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
59986,6/21/18 12:40,Stray,0,C1806734,9.8102E+14,Tullie,Domestic Short Hair,Black,Cat,10 months.,Female,Adoptable window colony,8/14/18 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
59987,6/21/18 14:10,Stray,0,D1806735,,Hazel,Hound/Mix,Brown and Black,Dog,1 year 5 months.,Female,Dog room C,6/22/18 0:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
59989,6/21/18 15:02,Moving,0,R1806734,,Bob,American,Chocolate,House Rabbit,2 years 10 months.,Male,Small Animal room,7/13/18 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
59990,6/21/18 15:04,Moving,0,R1806735,,Bill,American,Chocolate,House Rabbit,2 years 5 months.,Male,Small Animal room,7/13/18 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
59991,6/22/18 13:07,Moving,0,C1806737,9.8102E+14,Tyler,Domestic Short Hair,Black and White,Cat,2 years 5 months.,Male,Adoptable Cat Big Colony,7/27/18 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
59992,6/22/18 13:12,Moving,0,C1806738,9.82E+14,Calicifer,Domestic Short Hair,Orange,Cat,2 years 10 months.,Male,Adoptable Cat Big Colony,7/27/18 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
59995,6/22/18 14:29,Stray,0,D1806737,,Nikita,Mix,Tan,Dog,1 year 6 months.,Female,Dog room C,6/24/18 0:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
59997,6/22/18 15:23,Stray,0,C1806740,9.8102E+14,Eternity,Domestic Short Hair,Black and Brown,Cat,7 months.,Female,Adoptable window colony,7/13/18 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
59998,6/22/18 15:23,Stray,0,C1806741,9.8102E+14,Chanel,Domestic Short Hair,Black and Brown,Cat,7 months.,Female,Adoptable window colony,7/13/18 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
59999,6/22/18 15:28,Stray,0,D1806742,9.8102E+14,Adley,Spaniel/Pug,Black and White,Dog,7 months.,Female,Adoptable Dogs,6/29/18 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
60000,6/22/18 16:29,Stray,0,D1806743,9.8102E+14,Bean,Great Dane,Black and White,Dog,1 year 3 months.,Male,Dog room C,7/25/18 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
60001,6/23/18 10:38,Rabies Monitoring,0,D1806053,,Bubba,Bully Breed Mix,Black,Dog,5 years 1 month.,Male,Dog room C,7/1/18 0:00,Reclaimed,0,8/10/18 0:00,Unable to Afford,8/16/18 0:00,Biting,0,1,0
60003,6/23/18 14:29,Stray,0,D1806744,9.41E+14,Jenny,German Shepherd Dog,Black and Tan,Dog,2 years 10 months.,Female,Dog room B,6/27/18 0:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
60004,6/23/18 14:32,Stray,0,D1806745,9.8102E+14,Trooper,Border Collie/Mix,Black,Dog,4 years 5 months.,Male,Adoptable Dogs,7/6/18 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
60005,6/23/18 15:29,Stray,0,D1806746,,Tank,Boston Terrier/Chihuahua,Brindle,Dog,1 year 5 months.,Male,Dog room A,6/24/18 0:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
60008,6/25/18 11:36,Stray,0,D1806905,9.8102E+14,Rose,Fox Terrier,Black and White,Dog,1 year 5 months.,Female,Adoptable Dogs,7/11/18 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
60009,6/25/18 12:30,Stray,0,C1806747,9.8102E+14,Ponyo,Domestic Short Hair,Torbie,Cat,1 year 3 months.,Female,Cat obs,7/19/18 0:00,Foster,0,7/29/18 0:00,Stray,,Court Order/ Legal,0,0,0
60009,6/25/18 12:30,Stray,0,C1806747,9.8102E+14,Ponyo,Domestic Short Hair,Torbie,Cat,1 year 3 months.,Female,Cat obs,7/29/18 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
60010,6/25/18 12:41,Stray,0,D1806748,9.8102E+14,Tweety,Shep Mix,Cream,Dog,1 year 10 months.,Female,Adoptable Dogs,7/11/18 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
60013,6/25/18 13:20,Stray,0,C1806750,9.8102E+14,Pink,Domestic Short Hair,Brown and Black,Cat,7 months.,Female,Adoptable Cat Middle Colony,6/28/18 0:00,Foster,0,7/16/18 0:00,Stray,,Court Order/ Legal,0,0,0
60013,6/25/18 13:20,Stray,0,C1806750,9.8102E+14,Pink,Domestic Short Hair,Brown and Black,Cat,7 months.,Female,Adoptable Cat Middle Colony,7/31/18 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
60017,6/25/18 16:48,Stray,0,D1806752,9.8102E+14,Duchess,Miniature Pinscher,Black and Tan,Dog,10 years 6 months.,Female,Adoptable Dogs,7/21/18 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
