id,intakedate,intakereason,istransfer,sheltercode,identichipnumber,animalname,breedname,basecolour,speciesname,animalage,sexname,location,movementdate,movementtype,istrial,returndate,returnedreason,deceaseddate,deceasedreason,diedoffshelter,puttosleep,isdoa
55441,4/8/17 16:39,Incompatible with owner lifestyle,0,R1704080,,Eddie Izzard,Fancy,White and Grey,Rat,2 years 7 months.,Male,Check-in,4/8/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0
55442,4/9/17 13:09,Stray,0,C1704081,9.8102E+14,Smudge,Domestic Short Hair,White and Black,Cat,6 years 8 months.,Female,Adoptable Cat Big Colony,5/19/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0
55444,4/9/17 15:11,Stray,0,D1704082,9.8102E+14,Roger,Pitbull/Mix,Brindle and White,Dog,2 years 8 months.,Male,Adoptable Dogs,4/22/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0
55445,4/9/17 15:59,Incompatible with owner lifestyle,0,D1704081,9.8102E+14,Vivien,Beagle,Tricolour,Dog,6 years 7 months.,Female,Adoptable Dogs,4/12/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0
55446,4/10/17 7:58,Stray,0,C1704083,,Hyzenthlay,,Grey and White,Chicken,2 years 7 months.,Female,Special Care Dogs,4/17/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0
55447,4/10/17 9:30,Stray,0,C1704084,,Momma,Domestic Short Hair,Grey,Cat,3 years 7 months.,Female,Stray Cats,4/17/17 0:00,Reclaimed,0,,Stray,,Died in care,0,0,0
55448,4/10/17 12:14,Incompatible with owner lifestyle,0,C1704082,9.8102E+14,Sassy,Domestic Short Hair,Tabbico,Cat,5 years 7 months.,Female,Adoptable Cat Big Colony,4/11/17 0:00,Foster,0,5/2/17 0:00,Stray,,Died in care,0,0,0
55448,4/10/17 12:14,Incompatible with owner lifestyle,0,C1704082,9.8102E+14,Sassy,Domestic Short Hair,Tabbico,Cat,5 years 7 months.,Female,Adoptable Cat Big Colony,6/7/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0
55449,4/10/17 12:14,Incompatible with owner lifestyle,0,C1704085,9.8102E+14,Bella,Domestic Medium Hair,White,Cat,1 year 9 months.,Male,Feline Nursery,4/11/17 0:00,Foster,0,5/2/17 0:00,Stray,,Died in care,0,0,0
55449,4/10/17 12:14,Incompatible with owner lifestyle,0,C1704085,9.8102E+14,Bella,Domestic Medium Hair,White,Cat,1 year 9 months.,Male,Feline Nursery,5/2/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0
55450,4/10/17 12:14,Incompatible with owner lifestyle,0,C1704086,9.8102E+14,Uncle Toby,Domestic Medium Hair,Orange,Cat,1 year 9 months.,Male,Feline Nursery,4/11/17 0:00,Foster,0,5/2/17 0:00,Stray,,Died in care,0,0,0
55450,4/10/17 12:14,Incompatible with owner lifestyle,0,C1704086,9.8102E+14,Uncle Toby,Domestic Medium Hair,Orange,Cat,1 year 9 months.,Male,Feline Nursery,5/4/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0
55451,4/10/17 12:14,Incompatible with owner lifestyle,0,C1704087,9.8102E+14,Zigbert,Domestic Medium Hair,Black and Brown,Cat,1 year 9 months.,Male,Feline Nursery,4/11/17 0:00,Foster,0,5/2/17 0:00,Stray,,Died in care,0,0,0
55451,4/10/17 12:14,Incompatible with owner lifestyle,0,C1704087,9.8102E+14,Zigbert,Domestic Medium Hair,Black and Brown,Cat,1 year 9 months.,Male,Feline Nursery,5/3/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0
55452,4/10/17 12:14,Incompatible with owner lifestyle,0,C1704088,9.8102E+14,Leonard,Domestic Medium Hair,Buff,Cat,1 year 9 months.,Male,Feline Nursery,4/11/17 0:00,Foster,0,5/2/17 0:00,Stray,,Died in care,0,0,0
55452,4/10/17 12:14,Incompatible with owner lifestyle,0,C1704088,9.8102E+14,Leonard,Domestic Medium Hair,Buff,Cat,1 year 9 months.,Male,Feline Nursery,5/2/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0
55453,4/10/17 13:08,Incompatible with owner lifestyle,0,D1704089,9.8102E+14,Zelda,Coonhound,Tricolour,Dog,4 years 7 months.,Female,Adoptable Dogs,4/19/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0
55454,4/10/17 13:41,Incompatible with owner lifestyle,0,D1704090,9.8102E+14,Hoss,Shep Mix,Brown,Dog,2 years 1 month.,Male,Adoptable Dogs,4/15/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0
55455,4/10/17 13:52,Incompatible with owner lifestyle,0,D1704091,9.8102E+14,Sophia,Hound/Shep Mix,Black and Brown,Dog,4 years 7 months.,Female,Adoptable Dogs,4/17/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0
55456,11/27/18 17:30,Owner Deceased,0,D18111619,9.8102E+14,Butch,Foxhound,Tricolour,Dog,2 years 7 months.,Male,Adoptable Dogs,4/20/17 0:00,Adoption,0,5/10/17 0:00,Incompatible with owner lifestyle,,Died in care,0,0,0
55456,11/27/18 17:30,Owner Deceased,0,D18111619,9.8102E+14,Butch,Foxhound,Tricolour,Dog,2 years 7 months.,Male,Adoptable Dogs,5/12/17 0:00,Adoption,0,11/27/18 0:00,Owner Deceased,,Died in care,0,0,0
55456,11/27/18 17:30,Owner Deceased,0,D18111619,9.8102E+14,Butch,Foxhound,Tricolour,Dog,2 years 7 months.,Male,Adoptable Dogs,12/13/18 0:00,Adoption,0,2/19/19 0:00,Return Adopt - Behavior,,Died in care,0,0,0
55456,11/27/18 17:30,Owner Deceased,0,D18111619,9.8102E+14,Butch,Foxhound,Tricolour,Dog,2 years 7 months.,Male,Adoptable Dogs,3/15/19 0:00,Adoption,0,3/21/19 0:00,Return adopt - lifestyle issue,,Died in care,0,0,0
55456,11/27/18 17:30,Owner Deceased,0,D18111619,9.8102E+14,Butch,Foxhound,Tricolour,Dog,2 years 7 months.,Male,Adoptable Dogs,4/2/19 0:00,Foster,0,4/13/19 0:00,Stray,,Died in care,0,0,0
55456,11/27/18 17:30,Owner Deceased,0,D18111619,9.8102E+14,Butch,Foxhound,Tricolour,Dog,2 years 7 months.,Male,Adoptable Dogs,4/16/19 0:00,Adoption,0,4/17/19 0:00,Stray,,Died in care,0,0,0
55456,11/27/18 17:30,Owner Deceased,0,D18111619,9.8102E+14,Butch,Foxhound,Tricolour,Dog,2 years 7 months.,Male,Adoptable Dogs,4/17/19 0:00,Reclaimed,0,4/30/19 0:00,Stray,,Died in care,0,0,0
55456,11/27/18 17:30,Owner Deceased,0,D18111619,9.8102E+14,Butch,Foxhound,Tricolour,Dog,2 years 7 months.,Male,Adoptable Dogs,4/30/19 0:00,Reclaimed,0,4/30/19 0:00,Return Adopt - Behavior,,Died in care,0,0,0
55456,11/27/18 17:30,Owner Deceased,0,D18111619,9.8102E+14,Butch,Foxhound,Tricolour,Dog,2 years 7 months.,Male,Adoptable Dogs,5/4/19 0:00,Foster,0,5/17/19 0:00,Stray,,Died in care,0,0,0
55456,11/27/18 17:30,Owner Deceased,0,D18111619,9.8102E+14,Butch,Foxhound,Tricolour,Dog,2 years 7 months.,Male,Adoptable Dogs,6/6/19 0:00,Adoption,0,,Stray,,Died in care,0,0,0
55458,4/10/17 14:46,Stray,0,D1704087,9.8102E+14,Lady Crush,Hound/Mix,Brindle,Dog,5 years 4 months.,Female,Adoptable Dogs,5/5/17 0:00,Adoption,0,8/26/17 0:00,Sick/Injured,8/26/17 0:00,"UU - untreatable, unmanageable",0,1,0
55462,4/10/17 15:28,Stray,0,D1704021,9.8102E+14,Mr. Tumnus,Hound,Black and Tan,Dog,2 years 7 months.,Male,Adoptable Dogs,4/24/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0
55463,4/11/17 8:48,Stray,0,D1704088,9.8102E+14,Smokey Owen,Beagle,Tricolour,Dog,11 years 7 months.,Male,Adoptable Dogs,4/26/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0
55464,4/11/17 10:58,Stray,0,D1704093,,Bandit,Basset Hound,Grey and White,Dog,16 years 7 months.,Male,Stray Dogs Theta,4/12/17 0:00,Reclaimed,0,,Stray,,Died in care,0,0,0
55465,4/11/17 11:02,Stray,0,C1704094,,Colin Feral,Domestic Short Hair,Grey and White,Cat,29 years 7 months.,Unknown,Stray Cats,4/12/17 0:00,Transfer,0,,Stray,,Died in care,0,0,0
55466,4/11/17 11:06,Stray,0,D1704052,,Lucky/Harden,Pug/Rottweiler,Black and Brown,Dog,3 years 5 months.,Male,Shelter,4/11/17 0:00,Reclaimed,0,,Stray,,Died in care,0,0,0
55468,4/11/17 11:44,Injured Wildlife,0,B1704028,,batty,Little Brown Bat,Black,Wildlife,2 years 7 months.,Unknown,Shelter,4/10/17 0:00,Transfer,0,,Stray,,Died in care,0,0,0
55469,4/11/17 13:07,Abandoned,0,C1704095,9.8102E+14,Hargrove,Domestic Short Hair,White and Tan,Cat,1 year 11 months.,Male,Adoptable Cat Glass Colony,4/22/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0
55470,4/11/17 13:14,Stray,0,C1704096,9.8102E+14,Naga,Domestic Short Hair,Tabbico,Cat,1 year 11 months.,Female,Adoptable Cat Glass Colony,4/22/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0
55473,4/11/17 16:07,Allergies,0,F1704022,,Pabu,Ferret,Grey,Ferret,2 years 11 months.,Male,Check-in,4/12/17 0:00,Transfer,0,,Stray,,Died in care,0,0,0
55475,4/11/17 17:37,Incompatible with owner lifestyle,0,C1704093,9.8102E+14,Skoll,Domestic Long Hair,Black and White,Cat,4 years 3 months.,Male,Adoptable Cat Big Colony,6/2/17 0:00,Adoption,0,7/3/19 0:00,Landlord issues,,Died in care,0,0,0
55475,4/11/17 17:37,Incompatible with owner lifestyle,0,C1704093,9.8102E+14,Skoll,Domestic Long Hair,Black and White,Cat,4 years 3 months.,Male,Adoptable Cat Big Colony,7/13/19 0:00,Adoption,0,,Stray,,Died in care,0,0,0
55476,4/11/17 17:44,Incompatible with owner lifestyle,0,C1704098,9.8102E+14,Hilary,Domestic Short Hair,White and Grey,Cat,4 years 6 months.,Female,Adoptable Cat Kennels,4/19/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0
55477,4/11/17 18:48,Incompatible with owner lifestyle,0,R1704099,,Luna,Standard,White and Grey,Rat,1 year 8 months.,Female,Lobby,4/19/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0
55478,4/11/17 18:52,Incompatible with owner lifestyle,0,R1704100,,Susan,Standard,White and Grey,Rat,1 year 8 months.,Female,Lobby,4/19/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0
55479,4/12/17 7:30,Stray,0,D1704023,9.8102E+14,Koga,Australian Shepherd,Black and White,Dog,2 years 7 months.,Male,Stray Dogs Theta,4/12/17 0:00,Reclaimed,0,,Stray,,Died in care,0,0,0
55482,4/12/17 14:41,Stray,0,D1704099,9.8102E+14,Karen,Collie/Mix,Fawn,Dog,3 years 10 months.,Female,Adoptable Dogs,4/22/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0
55484,4/12/17 15:37,Stray,0,C1704102,9.8102E+14,Maria,Domestic Short Hair,Tabbico,Cat,3 years 7 months.,Female,Stray Cats,4/12/17 0:00,Reclaimed,0,,Stray,,Died in care,0,0,0
55485,4/12/17 16:27,Stray,0,D1704103,0A1109605A,Maddox,Labrador Retriever,Black and White,Dog,10 years 11 months.,Male,Stray Dogs Beta,4/12/17 0:00,Reclaimed,0,2/2/18 0:00,Stray,,Died in care,0,0,0
55485,4/12/17 16:27,Stray,0,D1704103,0A1109605A,Maddox,Labrador Retriever,Black and White,Dog,10 years 11 months.,Male,Stray Dogs Beta,2/3/18 0:00,Reclaimed,0,,Stray,,Died in care,0,0,0
55490,4/13/17 15:24,Unsuitable Accommodation,0,D1704102,9.8102E+14,Princess,Labrador Retriever,Black and White,Dog,2 years 4 months.,Female,Adoptable Dogs,4/23/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0
55493,4/15/17 13:16,Incompatible with owner lifestyle,0,C1704104,9.8102E+14,Ella,Domestic Short Hair,Orange and White,Cat,6 years 7 months.,Female,Adoptable Cat Big Colony,5/10/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0
55495,4/15/17 13:46,Incompatible with owner lifestyle,0,C1704106,9.8102E+14,Scruffles,Domestic Medium Hair,Grey,Cat,1 year 9 months.,Male,Feline Nursery,4/17/17 0:00,Foster,0,5/5/17 0:00,Stray,,Died in care,0,0,0
55495,4/15/17 13:46,Incompatible with owner lifestyle,0,C1704106,9.8102E+14,Scruffles,Domestic Medium Hair,Grey,Cat,1 year 9 months.,Male,Feline Nursery,5/5/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0
55496,4/15/17 13:46,Incompatible with owner lifestyle,0,C1704107,9.8102E+14,Plucky,Domestic Medium Hair,Grey,Cat,1 year 9 months.,Male,Feline Nursery,4/17/17 0:00,Foster,0,5/5/17 0:00,Stray,,Died in care,0,0,0
55496,4/15/17 13:46,Incompatible with owner lifestyle,0,C1704107,9.8102E+14,Plucky,Domestic Medium Hair,Grey,Cat,1 year 9 months.,Male,Feline Nursery,5/5/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0
55497,4/15/17 13:46,Incompatible with owner lifestyle,0,C1704108,9.8102E+14,Seraphina,Domestic Medium Hair,Grey,Cat,1 year 9 months.,Female,Feline Nursery,4/17/17 0:00,Foster,0,5/5/17 0:00,Stray,,Died in care,0,0,0
55497,4/15/17 13:46,Incompatible with owner lifestyle,0,C1704108,9.8102E+14,Seraphina,Domestic Medium Hair,Grey,Cat,1 year 9 months.,Female,Feline Nursery,5/5/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0
55498,4/15/17 13:46,Incompatible with owner lifestyle,0,C1704109,9.8102E+14,Riley,Domestic Long Hair,Black and Brown,Cat,1 year 9 months.,Male,Feline Nursery,4/17/17 0:00,Foster,0,5/6/17 0:00,Stray,,Died in care,0,0,0
55498,4/15/17 13:46,Incompatible with owner lifestyle,0,C1704109,9.8102E+14,Riley,Domestic Long Hair,Black and Brown,Cat,1 year 9 months.,Male,Feline Nursery,5/6/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0
55499,4/15/17 13:46,Incompatible with owner lifestyle,0,C1704110,9.8102E+14,Stella,Domestic Long Hair,Black,Cat,1 year 9 months.,Female,Feline Nursery,4/17/17 0:00,Foster,0,5/6/17 0:00,Stray,,Died in care,0,0,0
55499,4/15/17 13:46,Incompatible with owner lifestyle,0,C1704110,9.8102E+14,Stella,Domestic Long Hair,Black,Cat,1 year 9 months.,Female,Feline Nursery,5/6/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0
55500,4/15/17 13:57,Incompatible with owner lifestyle,0,C1704111,9.8102E+14,Sky,Domestic Short Hair,White,Cat,4 years 7 months.,Male,Adoptable Cat Big Colony,5/26/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0
55501,4/15/17 14:09,Incompatible with owner lifestyle,0,C1704112,9.8102E+14,Jasmine,Domestic Short Hair,Grey,Cat,9 years 2 months.,Female,Adoptable Cat Small Colony,5/5/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0
55502,4/15/17 14:13,Incompatible with owner lifestyle,0,C1704113,9.8102E+14,Milo,Domestic Short Hair,Grey,Cat,2 years 8 months.,Male,Adoptable Cat Middle Colony,5/20/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0
55503,4/15/17 14:30,Incompatible with owner lifestyle,0,D1704114,9.8102E+14,Milo,Collie/Labrador Retriever,Golden,Dog,3 years 1 month.,Male,Adoptable Dogs,4/23/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0
55504,4/15/17 14:56,Incompatible with owner lifestyle,0,C1704115,9.8102E+14,Mocha,Domestic Long Hair,Tortie,Cat,5 years 7 months.,Female,Adoptable Cat Kennels,6/12/17 0:00,Foster,0,7/1/17 0:00,Stray,,Died in care,0,0,0
55504,4/15/17 14:56,Incompatible with owner lifestyle,0,C1704115,9.8102E+14,Mocha,Domestic Long Hair,Tortie,Cat,5 years 7 months.,Female,Adoptable Cat Kennels,7/1/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0
55505,4/15/17 15:21,Stray,0,D1704104,,Honeybear,Anatolian Shepherd/Great Pyrenees,Tan,Dog,5 years 7 months.,Female,Check-in,4/17/17 0:00,Reclaimed,0,,Stray,,Died in care,0,0,0
55506,4/15/17 15:24,Stray,0,D1704106,9.91001E+14,Mika,Great Pyrenees/Anatolian Shepherd,White and Black,Dog,5 years 7 months.,Female,Stray Dogs Theta,4/17/17 0:00,Reclaimed,0,,Stray,,Died in care,0,0,0
55509,4/17/17 10:52,TNR - Trap/Neuter/Release,0,D1704107,,Mia,Miniature Pinscher,Black,Dog,10 years 7 months.,Female,Stray Dogs Beta,4/17/17 0:00,Reclaimed,0,,Stray,,Died in care,0,0,0
55510,4/17/17 12:13,Unsuitable Accommodation,0,C1704025,9.8102E+14,Brett,Domestic Short Hair,Black and Brown,Cat,2 years 7 months.,Male,Adoptable Cat Middle Colony,5/20/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0
55511,4/17/17 12:25,Owner Deceased,0,R1704026,,Ruby,Dutch,Black and White,House Rabbit,5 years 6 months.,Female,Check-in,4/22/17 0:00,Adoption,0,11/11/17 0:00,Incompatible with owner lifestyle,11/14/17 0:00,Biting,0,1,0
55514,4/17/17 12:37,Stray,0,C1704003,,Frazzle,Domestic Long Hair,Black,Cat,3 years 7 months.,Male,Stray Cats,5/3/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0
55517,4/17/17 12:59,Stray,0,C1704114,9.8102E+14,Tracker,Domestic Short Hair,Black and Brown,Cat,1 year 8 months.,Male,Feline Nursery,4/22/17 0:00,Foster,0,5/10/17 0:00,Stray,,Died in care,0,0,0
55517,4/17/17 12:59,Stray,0,C1704114,9.8102E+14,Tracker,Domestic Short Hair,Black and Brown,Cat,1 year 8 months.,Male,Feline Nursery,5/11/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0
55518,4/17/17 12:59,Stray,0,C1704116,9.8102E+14,Victory,Domestic Short Hair,Black and Brown,Cat,1 year 8 months.,Female,Feline Nursery,4/22/17 0:00,Foster,0,5/10/17 0:00,Stray,,Died in care,0,0,0
55518,4/17/17 12:59,Stray,0,C1704116,9.8102E+14,Victory,Domestic Short Hair,Black and Brown,Cat,1 year 8 months.,Female,Feline Nursery,5/13/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0
55519,4/17/17 12:59,Stray,0,C1704117,,Josefina,Domestic Short Hair,Black and Brown,Cat,10 weeks.,Female,Feline Nursery,4/22/17 0:00,Foster,0,5/10/17 0:00,Stray,5/27/17 0:00,Medical,0,1,0
55519,4/17/17 12:59,Stray,0,C1704117,,Josefina,Domestic Short Hair,Black and Brown,Cat,10 weeks.,Female,Feline Nursery,5/16/17 0:00,Foster,0,5/27/17 0:00,Stray,5/27/17 0:00,Medical,0,1,0
55520,4/17/17 13:11,Stray,0,D1704028,9.8102E+14,Amina,German Shepherd Dog/Mix,Tan,Dog,2 years 8 months.,Female,Adoptable Dogs,5/4/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0
55521,4/17/17 13:43,Stray,0,C1704029,9.8102E+14,Catty Ann,Domestic Short Hair,Torbie,Cat,5 years 3 months.,Female,Special Care Cats,7/13/17 0:00,Foster,0,7/16/17 0:00,Stray,8/1/17 0:00,"UU - untreatable, unmanageable",0,1,0
55524,4/17/17 14:48,Stray,0,D1704118,,patches,Terrier,Black,Dog,29 years 7 months.,Male,Check-in,4/17/17 0:00,Reclaimed,0,,Stray,,Died in care,0,0,0
55525,4/17/17 14:57,Stray,0,D1704032,9.8102E+14,Brooklyn,German Shepherd Dog,Black and Tan,Dog,2 years 7 months.,Female,Check-in,4/18/17 0:00,Reclaimed,0,5/20/17 0:00,Stray,,Died in care,0,0,0
55525,4/17/17 14:57,Stray,0,D1704032,9.8102E+14,Brooklyn,German Shepherd Dog,Black and Tan,Dog,2 years 7 months.,Female,Check-in,5/20/17 0:00,Reclaimed,0,,Stray,,Died in care,0,0,0
55526,4/17/17 16:42,Stray,0,C1704119,9.8102E+14,Otis,Domestic Short Hair,Orange,Cat,4 years 10 months.,Male,Adoptable Cat Big Colony,6/17/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0
55530,4/18/17 11:30,Stray,0,D1704120,,Nalia,American Staffordshire Terrier,Brown and White,Dog,5 years 7 months.,Female,Stray Dogs Theta,4/19/17 0:00,Reclaimed,0,,Stray,,Died in care,0,0,0
55531,4/18/17 13:36,Unable to Afford,0,C1704118,,Stan,Domestic Short Hair,Black,Cat,2 years 3 months.,Unknown,Stray Cats,4/22/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0
55532,4/18/17 13:36,Unable to Afford,0,C1704120,,Jan,Domestic Short Hair,Grey,Cat,2 years 2 months.,Male,Stray Cats,4/22/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0
55534,4/18/17 15:02,Abandoned,0,C1704121,9.8102E+14,Ireland,Domestic Short Hair,White and Black,Cat,2 years 7 months.,Female,Adoptable Cat Big Colony,6/4/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0
55535,4/18/17 16:21,Stray,0,D1704122,9.8102E+14,Sonny,Labrador Retriever,Black,Dog,1 year 10 months.,Male,Adoptable Dogs,4/28/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0
55536,4/18/17 16:25,Stray,0,D1704123,9.8102E+14,Bella Rose,Labrador Retriever,Brown and Black,Dog,7 months.,Female,Stray Dogs Beta,4/28/17 0:00,Adoption,0,8/26/17 0:00,Biting,9/8/17 0:00,Biting,0,1,0
55536,4/18/17 16:25,Stray,0,D1704123,9.8102E+14,Bella Rose,Labrador Retriever,Brown and Black,Dog,7 months.,Female,Stray Dogs Beta,9/5/17 0:00,Reclaimed,0,9/5/17 0:00,Biting,9/8/17 0:00,Biting,0,1,0
55537,4/18/17 16:54,Stray,0,C1704124,9.8102E+14,Fez,Domestic Short Hair,Black,Cat,2 years 3 months.,Male,Adoptable Cat Glass Colony,5/1/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0
55542,4/18/17 19:01,Stray,0,D1704125,0A124E2C13,Wrigley,Labrador Retriever,Black,Dog,11 years 6 months.,Male,Stray Dogs Theta,4/19/17 0:00,Reclaimed,0,,Stray,,Died in care,0,0,0
55546,4/19/17 12:19,Stray,0,C1704126,9.8102E+14,Maybelline,Domestic Long Hair,Black and Brown,Cat,7 years 7 months.,Female,Adoptable Cat Middle Colony,5/3/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0
55547,4/19/17 12:19,Stray,0,T17041791,,Shelldon,,Brown,Tortoise,2 years 7 months.,Unknown,Check-in,4/19/17 0:00,Reclaimed,0,,Stray,,Died in care,0,0,0
55549,4/19/17 13:19,Incompatible with owner lifestyle,0,D1704121,9.8102E+14,Ghoul,Border Collie,Black and White,Dog,2 years 1 month.,Male,Stray Dogs Theta,4/23/17 0:00,Foster,0,6/11/17 0:00,Stray,,Died in care,0,0,0
55549,4/19/17 13:19,Incompatible with owner lifestyle,0,D1704121,9.8102E+14,Ghoul,Border Collie,Black and White,Dog,2 years 1 month.,Male,Stray Dogs Theta,6/11/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0
55550,4/19/17 13:23,Incompatible with owner lifestyle,0,D1704124,9.8102E+14,Germaine,Belgian Malinois,Black and Brindle,Dog,2 years 5 months.,Male,Stray Dogs Theta,5/6/17 0:00,Foster,0,5/10/17 0:00,Stray,,Died in care,0,0,0
55550,4/19/17 13:23,Incompatible with owner lifestyle,0,D1704124,9.8102E+14,Germaine,Belgian Malinois,Black and Brindle,Dog,2 years 5 months.,Male,Stray Dogs Theta,5/10/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0
55551,4/19/17 13:32,Stray,0,C1704041,N/A,Alley,Domestic Short Hair,Torbie,Cat,4 years 7 months.,Female,Stray Cats,4/20/17 0:00,Reclaimed,0,,Stray,,Died in care,0,0,0
55552,4/19/17 14:14,Transfer from Other Shelter,0,D1704048,9.8102E+14,Bam Bam,Beagle/Rottweiler,Brown and Black,Dog,2 years 7 months.,Male,Adoptable Dogs,4/28/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0
55553,4/19/17 14:16,Transfer from Other Shelter,0,D1704066,9.8102E+14,Lola May,Boxer,Brindle,Dog,3 years 1 month.,Female,Adoptable Dogs,4/23/17 0:00,Adoption,0,5/16/17 0:00,Incompatible with owner lifestyle,,Died in care,0,0,0
55553,4/19/17 14:16,Transfer from Other Shelter,0,D1704066,9.8102E+14,Lola May,Boxer,Brindle,Dog,3 years 1 month.,Female,Adoptable Dogs,5/22/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0
55554,4/19/17 15:21,Stray,0,D1704068,,Rocky,Pitbull,Blue,Dog,12 years 7 months.,Male,Check-in,4/19/17 0:00,Reclaimed,0,,Stray,,Died in care,0,0,0
55555,4/19/17 15:56,Stray,0,D1704127,9.8102E+14,Annie,Shih Tzu,White and Brown,Dog,14 years 7 months.,Female,Check-in,4/26/17 0:00,Reclaimed,0,5/19/17 0:00,Stray,,Died in care,0,0,0
55555,4/19/17 15:56,Stray,0,D1704127,9.8102E+14,Annie,Shih Tzu,White and Brown,Dog,14 years 7 months.,Female,Check-in,5/19/17 0:00,Reclaimed,0,,Stray,,Died in care,0,0,0
55557,4/20/17 10:10,Stray,0,D1704077,9.8102E+14,Angus,Labrador Retriever/Mix,Black,Dog,4 years 7 months.,Male,Adoptable Dogs,4/26/17 0:00,Reclaimed,0,12/19/17 0:00,Landlord issues,,Died in care,0,0,0
55557,4/20/17 10:10,Stray,0,D1704077,9.8102E+14,Angus,Labrador Retriever/Mix,Black,Dog,4 years 7 months.,Male,Adoptable Dogs,1/14/18 0:00,Adoption,0,,Stray,,Died in care,0,0,0
55558,4/20/17 12:04,Incompatible with owner lifestyle,0,C1704080,9.8102E+14,Niko,Domestic Short Hair,Black and Brown,Cat,1 year 10 months.,Male,Adoptable Cat Glass Colony,4/25/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0
55561,4/20/17 12:18,Incompatible with owner lifestyle,0,C1704091,9.8102E+14,Eleanore,Domestic Short Hair,Black and White,Cat,1 year 8 months.,Female,Adoptable Cat Kennels,5/13/17 0:00,Foster,0,5/31/17 0:00,Stray,,Died in care,0,0,0
55561,4/20/17 12:18,Incompatible with owner lifestyle,0,C1704091,9.8102E+14,Eleanore,Domestic Short Hair,Black and White,Cat,1 year 8 months.,Female,Adoptable Cat Kennels,6/2/17 0:00,Adoption,0,6/7/17 0:00,Incompatible with owner lifestyle,,Died in care,0,0,0
55561,4/20/17 12:18,Incompatible with owner lifestyle,0,C1704091,9.8102E+14,Eleanore,Domestic Short Hair,Black and White,Cat,1 year 8 months.,Female,Adoptable Cat Kennels,6/17/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0
55563,4/20/17 12:18,Incompatible with owner lifestyle,0,C1704099,9.8102E+14,Blake,Domestic Medium Hair,Orange,Cat,1 year 8 months.,Male,Feline Nursery,5/13/17 0:00,Foster,0,5/31/17 0:00,Stray,,Died in care,0,0,0
55563,4/20/17 12:18,Incompatible with owner lifestyle,0,C1704099,9.8102E+14,Blake,Domestic Medium Hair,Orange,Cat,1 year 8 months.,Male,Feline Nursery,6/2/17 0:00,Adoption,0,,Stray,,Died in care,0,0,0
55564,4/20/17 12:18,Incompatible with owner lifestyle,0,C1704100,9.8102E+14,Margot,Domestic Short Hair,Tortie,Cat,1 year 8 months.,Female,Lobby,5/13/17 0:00,Foster,0,5/31/17 0:00,Stray,,Died in care,0,0,0
